host_receive_iso,host_receive_unix_ms,robot_time_us,robot_elapsed_us,logical_elapsed_us,sample_period_us,sample,mode,s0,s1,s2,s3,s4,left_encoder_deg,right_encoder_deg,delta_left_encoder_deg,delta_right_encoder_deg,left_distance_m,right_distance_m,x_m,y_m,theta_deg,encoder_theta_deg,gyro_z_deg,current_state,prev_state,lost_count,left_cmd_milli,right_cmd_milli
2026-06-22T09:47:35.1725673-07:00,1782146855172,20054705,501566,20050000,50000,10,DRIVING,122,1000,1000,1000,106,173,161,22,23,0.03435,0.03854,0.03642,0.00130,3.042,2.526,3.301,2,2,0,100,100
2026-06-22T09:47:35.1871212-07:00,1782146855187,20104698,551559,20100000,50000,11,DRIVING,126,1000,1000,1000,115,196,185,23,24,0.04077,0.04524,0.04297,0.00168,3.301,2.695,3.596,2,2,0,100,100
2026-06-22T09:47:35.1871212-07:00,1782146855187,20154690,601551,20150000,50000,12,DRIVING,120,1000,1000,1000,106,218,209,22,24,0.04691,0.05194,0.04938,0.00208,3.596,3.032,3.831,2,2,0,100,100
2026-06-22T09:47:35.2129251-07:00,1782146855212,20204701,651562,20200000,50000,13,DRIVING,125,1000,1000,1000,110,241,232,23,23,0.05334,0.05836,0.05579,0.00251,3.831,3.032,4.027,2,2,0,100,100
2026-06-22T09:47:35.2234734-07:00,1782146855223,20254688,701549,20250000,50000,14,DRIVING,118,1000,1000,1000,106,263,256,22,24,0.05948,0.06507,0.06219,0.00296,4.027,3.368,4.452,2,2,0,100,100
2026-06-22T09:47:35.2286650-07:00,1782146855228,20304696,751557,20300000,50000,15,DRIVING,122,1000,1000,1000,110,285,280,22,24,0.06562,0.07177,0.06860,0.00346,4.452,3.705,4.849,2,2,0,100,100
2026-06-22T09:47:35.2481913-07:00,1782146855248,20354701,801562,20350000,50000,16,DRIVING,120,1000,1000,1000,112,307,304,22,24,0.07177,0.07847,0.07500,0.00400,4.849,4.042,5.201,2,2,0,100,100
2026-06-22T09:47:35.2603236-07:00,1782146855260,20404697,851558,20400000,50000,17,DRIVING,120,1000,1000,1000,117,330,327,23,23,0.07819,0.08489,0.08139,0.00458,5.201,4.042,5.500,2,2,0,100,100
2026-06-22T09:47:35.2767584-07:00,1782146855276,20454694,901555,20450000,50000,18,DRIVING,123,1000,1000,1000,116,352,350,22,23,0.08433,0.09132,0.08765,0.00518,5.500,4.211,5.822,2,2,0,100,100
2026-06-22T09:47:35.2895997-07:00,1782146855289,20504699,951560,20500000,50000,19,DRIVING,122,955,1000,1000,122,373,373,21,23,0.09020,0.09774,0.09376,0.00581,5.822,4.547,6.162,2,2,0,100,100
2026-06-22T09:47:35.3037338-07:00,1782146855303,20554704,1001565,20550000,50000,20,DRIVING,122,882,1000,1000,117,395,397,22,24,0.09634,0.10444,0.10014,0.00650,6.162,4.884,6.522,2,2,0,100,100
2026-06-22T09:47:35.3157327-07:00,1782146855315,20604705,1051566,20600000,50000,21,DRIVING,123,785,1000,1000,117,417,421,22,24,0.10249,0.11114,0.10652,0.00723,6.522,5.221,6.927,2,2,0,100,100
2026-06-22T09:47:35.3230464-07:00,1782146855323,20654702,1101563,20650000,50000,22,DRIVING,120,692,1000,1000,127,440,445,23,24,0.10891,0.11784,0.11304,0.00802,6.927,5.389,7.173,2,2,0,100,100
2026-06-22T09:47:35.3383825-07:00,1782146855338,20704693,1151554,20700000,50000,23,DRIVING,122,574,1000,1000,148,462,469,22,24,0.11505,0.12455,0.11941,0.00882,7.173,5.726,7.406,2,2,0,100,100
2026-06-22T09:47:35.3547827-07:00,1782146855354,20754706,1201567,20750000,50000,24,DRIVING,118,462,1000,1000,176,484,492,22,23,0.12120,0.13097,0.12564,0.00963,7.406,5.895,7.590,3,2,0,100,-100
2026-06-22T09:47:35.3671526-07:00,1782146855367,20804713,1251574,20800000,50000,25,DRIVING,88,706,1000,1000,98,507,493,23,1,0.12762,0.13125,0.12896,0.01007,7.590,2.189,4.268,2,3,0,100,100
2026-06-22T09:47:35.3777670-07:00,1782146855377,20854694,1301555,20850000,50000,26,DRIVING,98,1000,1000,1000,84,531,500,24,7,0.13432,0.13320,0.13328,0.01039,4.268,-0.674,0.053,2,2,0,100,100
2026-06-22T09:47:35.3899224-07:00,1782146855389,20904704,1351565,20900000,50000,27,DRIVING,122,1000,1000,1000,110,553,518,22,18,0.14046,0.13823,0.13887,0.01040,0.053,-1.347,-1.109,2,2,0,100,100
2026-06-22T09:47:35.4019563-07:00,1782146855401,20954692,1401553,20950000,50000,28,DRIVING,120,1000,1000,1000,113,575,539,22,21,0.14661,0.14409,0.14487,0.01028,-1.109,-1.516,-1.377,2,2,0,100,100
2026-06-22T09:47:35.4197481-07:00,1782146855419,21004796,1451657,21000000,50000,29,DRIVING,120,1000,1000,1000,106,596,562,21,23,0.15247,0.15052,0.15101,0.01014,-1.377,-1.179,-1.186,2,2,0,100,100
2026-06-22T09:47:35.4326814-07:00,1782146855432,21054696,1501557,21050000,50000,30,DRIVING,116,1000,1000,1000,110,619,585,23,23,0.15889,0.15694,0.15743,0.01000,-1.186,-1.179,-0.922,2,2,0,100,100
2026-06-22T09:47:35.4456851-07:00,1782146855445,21104693,1551554,21100000,50000,31,DRIVING,120,1000,1000,1000,105,641,609,22,24,0.16504,0.16364,0.16385,0.00990,-0.922,-0.842,-0.710,2,2,0,100,100
2026-06-22T09:47:35.4587970-07:00,1782146855458,21154700,1601561,21150000,50000,32,DRIVING,120,1000,1000,1000,112,663,632,22,23,0.17118,0.17006,0.17014,0.00982,-0.710,-0.674,-0.460,2,2,0,100,100
2026-06-22T09:47:35.4720131-07:00,1782146855472,21204702,1651563,21200000,50000,33,DRIVING,122,1000,1000,1000,106,685,656,22,24,0.17733,0.17677,0.17656,0.00977,-0.460,-0.337,-0.236,2,2,0,100,100
2026-06-22T09:47:35.4817144-07:00,1782146855481,21254698,1701559,21250000,50000,34,DRIVING,122,1000,1000,1000,110,707,679,22,23,0.18347,0.18319,0.18284,0.00974,-0.236,-0.168,0.012,2,2,0,100,100
2026-06-22T09:47:35.4944125-07:00,1782146855494,21304701,1751562,21300000,50000,35,DRIVING,120,1000,1000,1000,112,729,702,22,23,0.18961,0.18961,0.18913,0.00975,0.012,-0.000,0.338,2,2,0,100,100
2026-06-22T09:47:35.5060124-07:00,1782146855506,21354699,1801560,21350000,50000,36,DRIVING,123,1000,1000,1000,117,752,725,23,23,0.19604,0.19604,0.19555,0.00978,0.338,-0.000,0.746,2,2,0,100,100
2026-06-22T09:47:35.5235481-07:00,1782146855523,21404699,1851560,21400000,50000,37,DRIVING,126,1000,1000,1000,115,774,749,22,24,0.20218,0.20274,0.20197,0.00987,0.746,0.337,1.215,2,2,0,100,100
2026-06-22T09:47:35.5365434-07:00,1782146855536,21454693,1901554,21450000,50000,38,DRIVING,126,1000,1000,1000,109,796,773,22,24,0.20832,0.20944,0.20839,0.01000,1.215,0.674,1.474,2,2,0,100,100
2026-06-22T09:47:35.5415437-07:00,1782146855541,21504705,1951566,21500000,50000,39,DRIVING,123,1000,1000,1000,112,818,797,22,24,0.21447,0.21614,0.21481,0.01017,1.474,1.011,1.738,2,2,0,100,100
2026-06-22T09:47:35.5575370-07:00,1782146855557,21554701,2001562,21550000,50000,40,DRIVING,125,1000,1000,1000,110,840,821,22,24,0.22061,0.22284,0.22123,0.01036,1.738,1.347,2.060,2,2,0,100,100
2026-06-22T09:47:35.5741606-07:00,1782146855574,21604693,2051554,21600000,50000,41,DRIVING,127,1000,1000,1000,113,863,844,23,23,0.22703,0.22927,0.22765,0.01059,2.060,1.347,2.324,2,2,0,100,100
2026-06-22T09:47:35.5741606-07:00,1782146855574,21654704,2101565,21650000,50000,42,DRIVING,125,1000,1000,1000,112,885,867,22,23,0.23318,0.23569,0.23393,0.01085,2.324,1.516,2.569,2,2,0,100,100
2026-06-22T09:47:35.5890875-07:00,1782146855589,21704701,2151562,21700000,50000,43,DRIVING,125,1000,1000,1000,107,908,891,23,24,0.23960,0.24239,0.24049,0.01114,2.569,1.684,2.802,2,2,0,100,100
2026-06-22T09:47:35.6047657-07:00,1782146855604,21754699,2201560,21750000,50000,44,DRIVING,119,1000,1000,1000,106,931,914,23,23,0.24602,0.24881,0.24690,0.01146,2.802,1.684,2.937,2,2,0,100,100
2026-06-22T09:47:35.6265203-07:00,1782146855626,21804688,2251549,21800000,50000,45,DRIVING,122,1000,1000,1000,110,953,938,22,24,0.25217,0.25552,0.25331,0.01179,2.937,2.021,2.944,2,2,0,100,100
2026-06-22T09:47:35.6285243-07:00,1782146855628,21854692,2301553,21850000,50000,46,DRIVING,118,1000,1000,1000,109,976,961,23,23,0.25859,0.26194,0.25973,0.01212,2.944,2.021,2.959,2,2,0,100,100
2026-06-22T09:47:35.6496651-07:00,1782146855649,21904702,2351563,21900000,50000,47,DRIVING,119,1000,1000,1000,109,998,985,22,24,0.26473,0.26864,0.26614,0.01245,2.959,2.358,3.061,2,2,0,100,100
2026-06-22T09:47:35.6602236-07:00,1782146855660,21954698,2401559,21950000,50000,48,DRIVING,118,1000,1000,1000,109,1021,1008,23,23,0.27115,0.27506,0.27256,0.01279,3.061,2.358,3.329,2,2,0,100,100
2026-06-22T09:47:35.6761787-07:00,1782146855676,22004796,2451657,22000000,50000,49,DRIVING,120,966,1000,1000,119,1043,1032,22,24,0.27730,0.28177,0.27897,0.01316,3.329,2.695,3.446,2,2,0,100,100
2026-06-22T09:47:35.6761787-07:00,1782146855676,22054693,2501554,22050000,50000,50,DRIVING,118,919,1000,1000,115,1065,1055,22,23,0.28344,0.28819,0.28524,0.01354,3.446,2.863,3.542,2,2,0,100,100
2026-06-22T09:47:35.6922686-07:00,1782146855692,22104701,2551562,22100000,50000,51,DRIVING,125,898,1000,1000,124,1087,1078,22,23,0.28959,0.29461,0.29151,0.01393,3.542,3.032,3.649,2,2,0,100,100
2026-06-22T09:47:35.7079481-07:00,1782146855707,22154697,2601558,22150000,50000,52,DRIVING,120,878,1000,1000,120,1109,1101,22,23,0.29573,0.30103,0.29778,0.01433,3.649,3.200,3.754,2,2,0,100,100
2026-06-22T09:47:35.7236752-07:00,1782146855723,22204701,2651562,22200000,50000,53,DRIVING,119,817,1000,1000,120,1131,1124,22,23,0.30187,0.30746,0.30405,0.01474,3.754,3.368,4.069,2,2,0,100,100
2026-06-22T09:47:35.7436890-07:00,1782146855743,22254698,2701559,22250000,50000,54,DRIVING,119,775,1000,1000,122,1153,1148,22,24,0.30802,0.31416,0.31046,0.01520,4.069,3.705,4.319,2,2,0,100,100
2026-06-22T09:47:35.7446956-07:00,1782146855744,22304696,2751557,22300000,50000,55,DRIVING,126,709,1000,1000,131,1176,1172,23,24,0.31444,0.32086,0.31700,0.01569,4.319,3.874,4.548,2,2,0,100,100
2026-06-22T09:47:35.7672815-07:00,1782146855767,22354698,2801559,22350000,50000,56,DRIVING,122,625,1000,1000,138,1198,1195,22,23,0.32058,0.32728,0.32327,0.01619,4.548,4.042,4.834,2,2,0,100,100
2026-06-22T09:47:35.7760469-07:00,1782146855776,22404701,2851562,22400000,50000,57,DRIVING,122,554,1000,1000,151,1220,1218,22,23,0.32673,0.33371,0.32953,0.01672,4.834,4.211,5.037,2,2,0,100,100
2026-06-22T09:47:35.7918166-07:00,1782146855791,22454702,2901563,22450000,50000,58,DRIVING,120,477,1000,1000,164,1243,1241,23,23,0.33315,0.34013,0.33592,0.01728,5.037,4.211,5.138,3,2,0,100,-100
2026-06-22T09:47:35.8075972-07:00,1782146855807,22504690,2951551,22500000,50000,59,DRIVING,88,781,1000,1000,89,1265,1241,22,0,0.33929,0.34013,0.33898,0.01756,5.138,0.505,1.542,2,3,0,100,100
2026-06-22T09:47:35.8075972-07:00,1782146855807,22554696,3001557,22550000,50000,60,DRIVING,105,1000,1000,1000,85,1290,1247,25,6,0.34627,0.34181,0.34331,0.01767,1.542,-2.695,-3.115,2,2,0,100,100
2026-06-22T09:47:35.8233562-07:00,1782146855823,22604699,3051560,22600000,50000,61,DRIVING,122,1000,1000,1000,106,1312,1265,22,18,0.35242,0.34683,0.34889,0.01737,-3.115,-3.368,-4.574,2,2,0,100,100
2026-06-22T09:47:35.8476879-07:00,1782146855847,22654701,3101562,22650000,50000,62,DRIVING,111,1000,1000,1000,105,1333,1285,21,20,0.35828,0.35242,0.35459,0.01691,-4.574,-3.537,-4.797,2,2,0,100,100
2026-06-22T09:47:35.8544187-07:00,1782146855854,22704692,3151553,22700000,50000,63,DRIVING,108,1000,1000,1000,113,1355,1308,22,23,0.36442,0.35884,0.36086,0.01639,-4.797,-3.368,-4.517,2,2,0,100,100
2026-06-22T09:47:35.8700661-07:00,1782146855870,22754700,3201561,22750000,50000,64,DRIVING,104,1000,1000,754,102,1376,1330,21,22,0.37029,0.36498,0.36684,0.01591,-4.517,-3.200,-4.291,2,2,0,100,100
2026-06-22T09:47:35.8860353-07:00,1782146855886,22804695,3251556,22800000,50000,65,DRIVING,147,1000,1000,356,96,1398,1354,22,24,0.37643,0.37169,0.37325,0.01543,-4.291,-2.863,-3.979,1,2,0,-100,100
2026-06-22T09:47:35.8860353-07:00,1782146855886,22854705,3301566,22850000,50000,66,DRIVING,106,1000,1000,341,63,1396,1378,-2,24,0.37587,0.37839,0.37631,0.01522,-3.979,1.516,-0.429,1,1,0,-100,100
2026-06-22T09:47:35.9018857-07:00,1782146855901,22904689,3351550,22900000,50000,67,DRIVING,52,1000,1000,957,43,1383,1403,-13,25,0.37224,0.38537,0.37799,0.01521,-0.429,7.916,6.837,2,1,0,100,100
2026-06-22T09:47:35.9179761-07:00,1782146855917,22954694,3401555,22950000,50000,68,DRIVING,90,1000,1000,1000,81,1384,1428,1,25,0.37252,0.39235,0.38159,0.01564,6.837,11.958,11.587,2,2,0,100,100
2026-06-22T09:47:35.9336795-07:00,1782146855933,23004802,3451663,23000000,50000,69,DRIVING,102,1000,1000,1000,89,1396,1446,12,18,0.37587,0.39738,0.38569,0.01648,11.587,12.968,12.845,2,2,0,100,100
2026-06-22T09:47:35.9535619-07:00,1782146855953,23054697,3501558,23050000,50000,70,DRIVING,108,1000,1000,1000,89,1412,1466,16,20,0.38034,0.40296,0.39059,0.01760,12.845,13.642,13.613,2,2,0,100,100
2026-06-22T09:47:35.9661202-07:00,1782146855966,23104695,3551556,23100000,50000,71,DRIVING,120,1000,1000,754,93,1430,1488,18,22,0.38537,0.40911,0.39602,0.01891,13.613,14.316,14.268,2,2,0,100,100
2026-06-22T09:47:35.9796863-07:00,1782146855979,23154699,3601560,23150000,50000,72,DRIVING,206,1000,1000,396,93,1450,1510,20,22,0.39095,0.41525,0.40171,0.02036,14.268,14.653,14.831,1,2,0,-100,100
2026-06-22T09:47:35.9928584-07:00,1782146855992,23204691,3651552,23200000,50000,73,DRIVING,137,1000,1000,400,68,1449,1533,-1,23,0.39067,0.42167,0.40467,0.02115,14.831,18.695,17.974,1,1,0,-100,100
2026-06-22T09:47:36.0059684-07:00,1782146856005,23254691,3701552,23250000,50000,74,DRIVING,80,1000,1000,1000,63,1437,1557,-12,24,0.38732,0.42837,0.40627,0.02166,17.974,24.758,24.586,2,1,0,100,100
2026-06-22T09:47:36.0189681-07:00,1782146856018,23304693,3751554,23300000,50000,75,DRIVING,109,1000,1000,1000,91,1439,1579,2,22,0.38788,0.43452,0.40932,0.02306,24.586,28.126,29.472,2,2,0,100,100
2026-06-22T09:47:36.0303559-07:00,1782146856030,23354701,3801562,23350000,50000,76,DRIVING,105,1000,1000,1000,88,1451,1598,12,19,0.39123,0.43982,0.41308,0.02519,29.472,29.305,30.989,2,2,0,100,100
2026-06-22T09:47:36.0425702-07:00,1782146856042,23404707,3851568,23400000,50000,77,DRIVING,100,1000,1000,1000,82,1468,1618,17,20,0.39598,0.44541,0.41751,0.02785,30.989,29.811,31.626,2,2,0,100,100
2026-06-22T09:47:36.0590748-07:00,1782146856059,23454697,3901558,23450000,50000,78,DRIVING,100,1000,1000,1000,79,1487,1639,19,21,0.40129,0.45127,0.42227,0.03077,31.626,30.147,32.142,2,2,0,100,100
2026-06-22T09:47:36.0728124-07:00,1782146856072,23504696,3951557,23500000,50000,79,DRIVING,134,1000,1000,944,107,1508,1662,21,23,0.40715,0.45770,0.42747,0.03404,32.142,30.484,32.527,2,2,0,100,100
2026-06-22T09:47:36.0859238-07:00,1782146856085,23554707,4001568,23550000,50000,80,DRIVING,151,1000,1000,617,106,1528,1684,20,22,0.41274,0.46384,0.43241,0.03720,32.527,30.821,32.827,2,2,0,100,100
2026-06-22T09:47:36.1355646-07:00,1782146856135,23604696,4051557,23600000,50000,81,DRIVING,234,1000,1000,348,105,1547,1706,19,22,0.41804,0.46998,0.43723,0.04030,32.827,31.326,33.196,1,2,0,-100,100
2026-06-22T09:47:36.1468730-07:00,1782146856146,23654693,4101554,23650000,50000,82,DRIVING,137,1000,1000,357,74,1547,1728,0,22,0.41804,0.47613,0.43980,0.04198,33.196,35.032,36.638,1,1,0,-100,100
2026-06-22T09:47:36.1569573-07:00,1782146856156,23704702,4151563,23700000,50000,83,DRIVING,83,1000,1000,948,67,1535,1752,-12,24,0.41469,0.48283,0.44114,0.04298,36.638,41.095,43.432,2,1,0,100,100
2026-06-22T09:47:36.1682799-07:00,1782146856168,23754695,4201556,23750000,50000,84,DRIVING,127,1000,1000,1000,110,1539,1776,4,24,0.41581,0.48953,0.44398,0.04567,43.432,44.463,47.915,2,2,0,100,100
2026-06-22T09:47:36.1812852-07:00,1782146856181,23804679,4251540,23800000,50000,85,DRIVING,133,1000,1000,1000,115,1551,1794,12,18,0.41916,0.49456,0.44679,0.04878,47.915,45.474,49.070,2,2,0,100,100
2026-06-22T09:47:36.1886782-07:00,1782146856188,23854697,4301558,23850000,50000,86,DRIVING,131,1000,1000,1000,110,1568,1814,17,20,0.42391,0.50014,0.45017,0.05268,49.070,45.979,49.565,2,2,0,100,100
2026-06-22T09:47:36.1979249-07:00,1782146856197,23904708,4351569,23900000,50000,87,DRIVING,133,1000,1000,798,106,1587,1835,19,21,0.42921,0.50601,0.45379,0.05693,49.565,46.316,50.103,2,2,0,100,100
2026-06-22T09:47:36.1979249-07:00,1782146856197,23954689,4401550,23950000,50000,88,DRIVING,131,1000,1000,498,100,1607,1858,20,23,0.43480,0.51243,0.45764,0.06154,50.103,46.821,50.600,1,2,0,-100,100
2026-06-22T09:47:36.2199851-07:00,1782146856219,24004799,4451660,24000000,50000,89,DRIVING,95,1000,1000,609,70,1607,1881,0,23,0.43480,0.51885,0.45968,0.06402,50.600,50.695,54.220,2,1,0,100,100
2026-06-22T09:47:36.2299255-07:00,1782146856229,24054706,4501567,24050000,50000,90,DRIVING,127,1000,1000,837,102,1613,1905,6,24,0.43647,0.52555,0.46213,0.06742,54.220,53.726,58.608,2,2,0,100,100
2026-06-22T09:47:36.2299255-07:00,1782146856229,24104702,4551563,24100000,50000,91,DRIVING,125,1000,1000,658,99,1627,1926,14,21,0.44038,0.53142,0.46468,0.07159,58.608,54.905,59.791,2,2,0,100,100
2026-06-22T09:47:36.2455911-07:00,1782146856245,24154699,4601560,24150000,50000,92,DRIVING,125,1000,1000,439,96,1646,1946,19,20,0.44569,0.53700,0.46742,0.07630,59.791,55.074,60.104,1,2,0,-100,100
2026-06-22T09:47:36.2455911-07:00,1782146856245,24204703,4651564,24200000,50000,93,DRIVING,94,1000,1000,577,72,1645,1968,-1,22,0.44541,0.54315,0.46888,0.07884,60.104,58.947,63.245,2,1,0,100,100
2026-06-22T09:47:36.2803055-07:00,1782146856280,24254701,4701562,24250000,50000,94,DRIVING,119,1000,1000,941,99,1650,1993,5,25,0.44680,0.55013,0.47077,0.08258,63.245,62.316,67.669,2,2,0,100,100
2026-06-22T09:47:36.3005587-07:00,1782146856300,24304691,4751552,24300000,50000,95,DRIVING,120,1000,1000,927,96,1663,2013,13,20,0.45043,0.55571,0.47252,0.08684,67.669,63.495,69.592,2,2,0,100,100
2026-06-22T09:47:36.3187587-07:00,1782146856318,24354701,4801562,24350000,50000,96,DRIVING,119,1000,1000,767,100,1680,2034,17,21,0.45518,0.56158,0.47437,0.09181,69.592,64.168,70.347,2,2,0,100,100
2026-06-22T09:47:36.3341286-07:00,1782146856334,24404689,4851550,24400000,50000,97,DRIVING,123,1000,1000,556,98,1700,2055,20,21,0.46077,0.56744,0.47629,0.09720,70.347,64.337,70.817,2,2,0,100,100
2026-06-22T09:47:36.3686721-07:00,1782146856368,24454694,4901555,24450000,50000,98,DRIVING,126,1000,1000,362,99,1720,2077,20,22,0.46635,0.57359,0.47822,0.10274,70.817,64.674,71.090,1,2,0,-100,100
2026-06-22T09:47:36.4009430-07:00,1782146856400,24504695,4951556,24500000,50000,99,DRIVING,93,1000,1000,486,72,1718,2100,-2,23,0.46579,0.58001,0.47917,0.10552,71.090,68.884,74.107,1,1,0,-100,100
2026-06-22T09:47:36.4315651-07:00,1782146856431,24554700,5001561,24550000,50000,100,DRIVING,83,1000,1000,1000,70,1706,2124,-12,24,0.46244,0.58671,0.47963,0.10713,74.107,74.947,80.827,2,1,0,100,100
2026-06-22T09:47:36.4632919-07:00,1782146856463,24604698,5051559,24600000,50000,101,DRIVING,123,1000,1000,1000,112,1708,2146,2,22,0.46300,0.59285,0.48016,0.11044,80.827,78.316,85.755,2,2,0,100,100
2026-06-22T09:47:36.4982356-07:00,1782146856498,24654694,5101555,24650000,50000,102,DRIVING,122,1000,1000,1000,109,1719,2164,11,18,0.46607,0.59788,0.48046,0.11447,85.755,79.495,87.446,2,2,0,100,100
2026-06-22T09:47:36.5196642-07:00,1782146856519,24704700,5151561,24700000,50000,103,DRIVING,122,1000,1000,1000,105,1735,2185,16,21,0.47054,0.60374,0.48069,0.11964,87.446,80.337,88.314,2,2,0,100,100
2026-06-22T09:47:36.5509912-07:00,1782146856550,24754698,5201559,24750000,50000,104,DRIVING,120,1000,1000,1000,99,1754,2206,19,21,0.47585,0.60961,0.48086,0.12522,88.314,80.674,89.007,2,2,0,100,100
2026-06-22T09:47:36.5824738-07:00,1782146856582,24804707,5251568,24800000,50000,105,DRIVING,126,1000,1000,889,93,1774,2228,20,22,0.48143,0.61575,0.48096,0.13108,89.007,81.011,89.605,2,2,0,100,100
2026-06-22T09:47:36.6084646-07:00,1782146856608,24854698,5301559,24850000,50000,106,DRIVING,129,1000,1000,608,99,1794,2250,20,22,0.48702,0.62190,0.48100,0.13695,89.605,81.347,89.997,2,2,0,100,100
2026-06-22T09:47:36.6194666-07:00,1782146856619,24904693,5351554,24900000,50000,107,DRIVING,129,1000,1000,359,96,1813,2271,19,21,0.49232,0.62776,0.48100,0.14253,89.997,81.684,90.255,1,2,0,-100,100
2026-06-22T09:47:36.6510396-07:00,1782146856651,24954704,5401565,24950000,50000,108,DRIVING,98,1000,1000,393,68,1812,2294,-1,23,0.49204,0.63418,0.48098,0.14560,90.255,85.726,93.560,1,1,0,-100,100
2026-06-22T09:47:36.6689033-07:00,1782146856668,25004791,5451652,25000000,50000,109,DRIVING,84,1000,1000,996,61,1799,2318,-13,24,0.48841,0.64089,0.48089,0.14714,93.560,91.958,100.552,2,1,0,100,100
2026-06-22T09:47:36.6825722-07:00,1782146856682,25054707,5501568,25050000,50000,110,DRIVING,127,1000,1000,1000,103,1801,2341,2,23,0.48897,0.64731,0.48025,0.15057,100.552,95.495,105.004,2,2,0,100,100
2026-06-22T09:47:36.6982888-07:00,1782146856698,25104693,5551554,25100000,50000,111,DRIVING,127,1000,1000,1000,107,1812,2359,11,18,0.49204,0.65233,0.47920,0.15448,105.004,96.674,105.898,2,2,0,100,100
2026-06-22T09:47:36.7285189-07:00,1782146856728,25154697,5601558,25150000,50000,112,DRIVING,127,1000,1000,1000,106,1829,2379,17,20,0.49679,0.65792,0.47779,0.15945,105.898,97.179,106.344,2,2,0,100,100
2026-06-22T09:47:36.7476251-07:00,1782146856747,25204696,5651557,25200000,50000,113,DRIVING,131,1000,1000,729,105,1848,2400,19,21,0.50210,0.66378,0.47621,0.16481,106.344,97.516,106.650,2,2,0,100,100
2026-06-22T09:47:36.7690114-07:00,1782146856769,25254700,5701561,25250000,50000,114,DRIVING,133,1000,1000,431,105,1868,2421,20,21,0.50768,0.66965,0.47457,0.17029,106.650,97.684,106.740,1,2,0,-100,100
2026-06-22T09:47:36.7774808-07:00,1782146856777,25304710,5751571,25300000,50000,115,DRIVING,102,1000,1000,530,79,1866,2444,-2,23,0.50712,0.67607,0.47373,0.17310,106.740,101.895,109.926,2,1,0,100,100
2026-06-22T09:47:36.7858770-07:00,1782146856785,25354703,5801564,25350000,50000,116,DRIVING,136,1000,1000,826,113,1872,2468,6,24,0.50880,0.68277,0.47230,0.17704,109.926,104.926,114.230,2,2,0,100,100
2026-06-22T09:47:36.7951361-07:00,1782146856795,25404699,5851560,25400000,50000,117,DRIVING,137,1000,1000,760,113,1886,2488,14,20,0.51271,0.68836,0.47035,0.18137,114.230,105.937,115.708,2,2,0,100,100
2026-06-22T09:47:36.8050109-07:00,1782146856805,25454700,5901561,25450000,50000,118,DRIVING,140,1000,1000,623,122,1903,2508,17,20,0.51746,0.69394,0.46811,0.18602,115.708,106.442,116.253,2,2,0,100,100
