host_receive_iso,host_receive_unix_ms,robot_time_us,robot_elapsed_us,sample,mode,s0,s1,s2,s3,s4,gyro_x_dps,gyro_y_dps,gyro_z_dps,yaw_deg,current_state,prev_state,lost_count,left_cmd_milli,right_cmd_milli
2026-06-10T13:40:17.5161890-07:00,1781124017516,75753378,15751450,315,DRIVING,203,1000,1000,718,100,-0.490,9.730,49.070,76.336,2,1,0,100,100
2026-06-10T13:40:17.5576035-07:00,1781124017557,75803379,15801451,316,DRIVING,193,1000,1000,747,103,1.120,9.450,-39.060,74.382,2,2,0,100,100
2026-06-10T13:40:17.6051970-07:00,1781124017605,75853378,15851450,317,DRIVING,328,1000,1000,508,105,0.980,-2.520,-21.070,73.329,2,2,0,100,100
2026-06-10T13:40:17.6526980-07:00,1781124017652,75903381,15901453,318,DRIVING,550,1000,1000,339,103,0.490,-0.560,-11.690,72.744,1,2,0,-100,100
2026-06-10T13:40:17.7159291-07:00,1781124017715,75953375,15951447,319,DRIVING,519,1000,1000,313,79,-3.920,48.300,60.060,75.747,1,1,0,-100,100
2026-06-10T13:40:17.7660059-07:00,1781124017766,76003459,16001531,320,DRIVING,193,1000,1000,562,44,-4.550,31.220,58.590,78.681,2,1,0,100,100
2026-06-10T13:40:17.8147176-07:00,1781124017814,76053373,16051445,321,DRIVING,148,1000,1000,682,50,2.170,-49.910,-9.520,78.206,2,2,0,100,100
2026-06-10T13:40:17.8659214-07:00,1781124017865,76103378,16101450,322,DRIVING,409,1000,1000,367,79,1.120,-21.420,-35.210,76.446,1,2,0,-100,100
2026-06-10T13:40:17.9100687-07:00,1781124017910,76153365,16151437,323,DRIVING,510,1000,1000,221,42,-6.300,89.880,50.470,78.969,1,1,0,-100,100
2026-06-10T13:40:17.9576628-07:00,1781124017957,76203373,16201445,324,DRIVING,245,1000,1000,297,26,-4.760,-45.220,50.190,81.478,1,1,0,-100,100
2026-06-10T13:40:18.0071638-07:00,1781124018007,76253378,16251450,325,DRIVING,198,1000,1000,468,68,-0.700,-48.930,31.920,83.075,1,1,0,-100,100
2026-06-10T13:40:18.0601255-07:00,1781124018060,76303373,16301445,326,DRIVING,160,1000,1000,677,95,0.560,-20.160,25.550,84.352,2,1,0,100,100
2026-06-10T13:40:18.1163549-07:00,1781124018116,76353382,16351454,327,DRIVING,174,1000,1000,625,96,0.350,2.170,-51.590,81.772,2,2,0,100,100
2026-06-10T13:40:18.1642869-07:00,1781124018164,76403376,16401448,328,DRIVING,334,1000,1000,355,96,0.280,0.700,-34.510,80.047,1,2,0,-100,100
2026-06-10T13:40:18.2161097-07:00,1781124018216,76453379,16451451,329,DRIVING,351,1000,1000,283,88,-3.920,26.460,51.730,82.633,1,1,0,-100,100
2026-06-10T13:40:18.2578396-07:00,1781124018257,76503387,16501459,330,DRIVING,179,1000,1000,411,82,-1.400,-5.530,37.870,84.527,1,1,0,-100,100
2026-06-10T13:40:18.3076533-07:00,1781124018307,76553382,16551454,331,DRIVING,128,1000,1000,595,93,-0.840,-12.320,33.950,86.225,2,1,0,100,100
2026-06-10T13:40:18.3617754-07:00,1781124018361,76603374,16601446,332,DRIVING,146,1000,1000,557,102,0.350,-7.770,-43.680,84.041,2,2,0,100,100
2026-06-10T13:40:18.4084051-07:00,1781124018408,76653386,16651458,333,DRIVING,310,1000,1000,297,99,0.210,-3.780,-49.700,81.555,1,2,0,-100,100
2026-06-10T13:40:18.4587262-07:00,1781124018458,76703377,16701449,334,DRIVING,392,1000,1000,205,81,-2.870,53.900,45.220,83.816,1,1,0,-100,100
2026-06-10T13:40:18.5059666-07:00,1781124018505,76753374,16751446,335,DRIVING,239,1000,1000,243,68,-1.610,-3.640,38.290,85.730,1,1,0,-100,100
2026-06-10T13:40:18.5536974-07:00,1781124018553,76803371,16801443,336,DRIVING,186,1000,1000,354,91,1.260,-40.180,22.120,86.836,1,1,0,-100,100
2026-06-10T13:40:18.6012870-07:00,1781124018601,76853385,16851457,337,DRIVING,124,1000,1000,531,92,-0.210,20.510,33.600,88.517,2,1,0,100,100
2026-06-10T13:40:18.6646410-07:00,1781124018664,76903381,16901453,338,DRIVING,131,1000,1000,540,99,1.400,-11.690,-39.900,86.522,2,2,0,100,100
2026-06-10T13:40:18.7159732-07:00,1781124018715,76953373,16951445,339,DRIVING,205,1000,1000,316,91,-2.450,3.850,-33.180,84.863,1,2,0,-100,100
2026-06-10T13:40:18.7599579-07:00,1781124018759,77003457,17001529,340,DRIVING,211,1000,1000,234,64,-4.060,56.840,52.290,87.482,1,1,0,-100,100
2026-06-10T13:40:18.8125775-07:00,1781124018812,77053371,17051443,341,DRIVING,86,1000,1000,285,39,-3.290,13.300,26.740,88.816,1,1,0,-100,100
2026-06-10T13:40:18.8566887-07:00,1781124018856,77103368,17101440,342,DRIVING,81,1000,1000,373,50,-0.490,-35.770,24.990,90.066,1,1,0,-100,100
2026-06-10T13:40:18.9048309-07:00,1781124018904,77153382,17151454,343,DRIVING,112,1000,1000,520,89,-0.770,-20.090,25.760,91.354,2,1,0,100,100
2026-06-10T13:40:18.9525038-07:00,1781124018952,77203377,17201449,344,DRIVING,126,1000,1000,398,88,1.610,6.370,-39.340,89.387,1,2,0,-100,100
2026-06-10T13:40:19.0159381-07:00,1781124019015,77253368,17251440,345,DRIVING,152,1000,1000,316,85,-2.240,-7.840,41.020,91.438,1,1,0,-100,100
2026-06-10T13:40:19.0631476-07:00,1781124019063,77303373,17301445,346,DRIVING,114,1000,1000,474,86,-1.260,-5.180,39.130,93.395,1,1,0,-100,100
2026-06-10T13:40:19.1110527-07:00,1781124019111,77353373,17351445,347,DRIVING,105,1000,1000,540,88,-0.490,0.070,3.640,93.577,2,1,0,100,100
2026-06-10T13:40:19.1584079-07:00,1781124019158,77403366,17401438,348,DRIVING,122,1000,1000,421,89,2.170,-7.980,-51.380,91.008,1,2,0,-100,100
2026-06-10T13:40:19.2057941-07:00,1781124019205,77453381,17451453,349,DRIVING,129,1000,1000,332,81,-2.240,18.060,41.580,93.088,1,1,0,-100,100
2026-06-10T13:40:19.2600688-07:00,1781124019260,77503374,17501446,350,DRIVING,119,1000,1000,404,89,0.350,6.230,11.200,93.647,1,1,0,-100,100
2026-06-10T13:40:19.3102985-07:00,1781124019310,77553365,17551437,351,DRIVING,115,1000,1000,485,93,0.000,-4.410,15.400,94.417,1,1,0,-100,100
2026-06-10T13:40:19.3635407-07:00,1781124019363,77603376,17601448,352,DRIVING,110,1000,1000,610,93,-1.400,1.190,20.300,95.433,2,1,0,100,100
2026-06-10T13:40:19.4098923-07:00,1781124019409,77653377,17651449,353,DRIVING,111,1000,1000,498,93,1.260,-5.250,-53.760,92.744,1,2,0,-100,100
2026-06-10T13:40:19.4606075-07:00,1781124019460,77703379,17701451,354,DRIVING,107,1000,1000,449,82,-2.450,7.980,43.960,94.943,1,1,0,-100,100
2026-06-10T13:40:19.5073386-07:00,1781124019507,77753373,17751445,355,DRIVING,110,1000,1000,604,95,-0.630,-4.410,27.510,96.318,2,1,0,100,100
2026-06-10T13:40:19.5586707-07:00,1781124019558,77803379,17801451,356,DRIVING,114,1000,1000,511,93,2.170,-5.530,-44.450,94.095,2,2,0,100,100
2026-06-10T13:40:19.6016517-07:00,1781124019601,77853373,17851445,357,DRIVING,184,1000,1000,262,88,-2.100,9.520,-50.680,91.561,1,2,0,-100,100
2026-06-10T13:40:19.6656418-07:00,1781124019665,77903380,17901452,358,DRIVING,239,1000,1000,203,78,-3.780,23.450,45.850,93.854,1,1,0,-100,100
2026-06-10T13:40:19.7132697-07:00,1781124019713,77953377,17951449,359,DRIVING,155,1000,1000,301,98,-1.400,12.880,28.770,95.293,1,1,0,-100,100
2026-06-10T13:40:19.7610030-07:00,1781124019761,78003461,18001533,360,DRIVING,122,1000,1000,375,96,-0.700,-0.700,21.770,96.383,1,1,0,-100,100
2026-06-10T13:40:19.8084322-07:00,1781124019808,78053383,18051455,361,DRIVING,110,1000,1000,484,96,0.490,-0.700,19.250,97.344,1,1,0,-100,100
2026-06-10T13:40:19.8575252-07:00,1781124019857,78103375,18101447,362,DRIVING,110,1000,1000,633,99,-0.140,2.800,22.260,98.457,2,1,0,100,100
2026-06-10T13:40:19.9081364-07:00,1781124019908,78153382,18151454,363,DRIVING,110,1000,1000,609,98,1.890,0.210,-48.580,96.027,2,2,0,100,100
2026-06-10T13:40:19.9539128-07:00,1781124019953,78203377,18201449,364,DRIVING,145,1000,1000,313,96,0.840,-6.580,-50.470,93.504,1,2,0,-100,100
2026-06-10T13:40:20.0157118-07:00,1781124020015,78253376,18251448,365,DRIVING,172,1000,1000,243,81,-4.550,40.810,54.670,96.238,1,1,0,-100,100
2026-06-10T13:40:20.0620603-07:00,1781124020062,78303368,18301440,366,DRIVING,118,1000,1000,417,98,-1.400,-52.150,63.840,99.429,1,1,0,-100,100
2026-06-10T13:40:20.1094350-07:00,1781124020109,78353373,18351445,367,DRIVING,107,1000,1000,688,99,-1.120,-8.050,39.270,101.393,2,1,0,100,100
2026-06-10T13:40:20.1565593-07:00,1781124020156,78403373,18401445,368,DRIVING,108,1000,1000,678,99,1.260,-7.280,-44.870,99.150,2,2,0,100,100
2026-06-10T13:40:20.2044579-07:00,1781124020204,78453373,18451445,369,DRIVING,138,1000,1000,397,98,0.350,-1.680,-36.050,97.347,1,2,0,-100,100
2026-06-10T13:40:20.2615723-07:00,1781124020261,78503376,18501448,370,DRIVING,145,1000,1000,337,85,-4.060,23.030,55.510,100.123,1,1,0,-100,100
2026-06-10T13:40:20.3089765-07:00,1781124020308,78553388,18551460,371,DRIVING,125,1000,1000,470,100,-0.700,14.840,22.540,101.250,1,1,0,-100,100
2026-06-10T13:40:20.3592807-07:00,1781124020359,78603384,18601456,372,DRIVING,122,1000,1000,535,99,0.070,-4.550,17.570,102.129,2,1,0,100,100
2026-06-10T13:40:20.4067292-07:00,1781124020406,78653373,18651445,373,DRIVING,141,1000,1000,426,102,1.470,-6.230,-36.190,100.320,1,2,0,-100,100
2026-06-10T13:40:20.4622968-07:00,1781124020462,78703382,18701454,374,DRIVING,142,1000,1000,355,88,-1.890,8.680,35.840,102.112,1,1,0,-100,100
2026-06-10T13:40:20.5158513-07:00,1781124020515,78753373,18751445,375,DRIVING,126,1000,1000,444,96,-2.030,4.690,28.770,103.550,1,1,0,-100,100
2026-06-10T13:40:20.5576978-07:00,1781124020557,78803382,18801454,376,DRIVING,117,1000,1000,502,95,-0.420,1.260,22.050,104.653,2,1,0,100,100
2026-06-10T13:40:20.6058255-07:00,1781124020605,78853378,18851450,377,DRIVING,132,1000,1000,414,98,0.490,-3.010,-20.790,103.614,1,2,0,-100,100
2026-06-10T13:40:20.6536658-07:00,1781124020653,78903383,18901455,378,DRIVING,131,1000,1000,324,84,-4.270,23.240,44.170,105.822,1,1,0,-100,100
2026-06-10T13:40:20.7014578-07:00,1781124020701,78953373,18951445,379,DRIVING,118,1000,1000,411,95,-0.210,-24.710,34.720,107.558,1,1,0,-100,100
2026-06-10T13:40:20.7646746-07:00,1781124020764,79003445,19001517,380,DRIVING,114,1000,1000,468,98,-1.540,-0.070,14.420,108.280,1,1,0,-100,100
2026-06-10T13:40:20.8119230-07:00,1781124020811,79053380,19051452,381,DRIVING,115,1000,1000,511,99,-0.980,-4.970,19.460,109.252,2,1,0,100,100
2026-06-10T13:40:20.8663300-07:00,1781124020866,79103366,19101438,382,DRIVING,124,1000,1000,406,100,1.120,-5.250,-37.030,107.401,1,2,0,-100,100
2026-06-10T13:40:20.9124939-07:00,1781124020912,79153372,19151444,383,DRIVING,118,1000,1000,307,85,-2.940,27.930,44.100,109.606,1,1,0,-100,100
2026-06-10T13:40:20.9601849-07:00,1781124020960,79203379,19201451,384,DRIVING,112,1000,1000,371,91,-0.350,-21.140,24.220,110.817,1,1,0,-100,100
2026-06-10T13:40:21.0119054-07:00,1781124021011,79253384,19251456,385,DRIVING,111,1000,1000,416,95,-0.140,16.450,3.640,110.999,1,1,0,-100,100
2026-06-10T13:40:21.0596605-07:00,1781124021059,79303366,19301438,386,DRIVING,111,1000,1000,439,98,-0.280,-6.230,4.270,111.213,1,1,0,-100,100
2026-06-10T13:40:21.1071445-07:00,1781124021107,79353368,19351440,387,DRIVING,112,1000,1000,448,100,0.000,1.960,1.120,111.269,1,1,0,-100,100
2026-06-10T13:40:21.1544725-07:00,1781124021154,79403369,19401441,388,DRIVING,112,1000,1000,448,102,-0.350,-0.140,-0.280,111.255,1,1,0,-100,100
2026-06-10T13:40:21.2019393-07:00,1781124021201,79453380,19451452,389,DRIVING,112,1000,1000,450,102,0.070,-0.350,-0.140,111.248,1,1,0,-100,100
2026-06-10T13:40:21.2584326-07:00,1781124021258,79503374,19501446,390,DRIVING,112,1000,1000,450,102,0.140,-0.490,-0.140,111.241,1,1,0,-100,100
2026-06-10T13:40:21.3085876-07:00,1781124021308,79553372,19551444,391,DRIVING,111,1000,1000,453,99,-0.420,-0.560,-0.140,111.234,1,1,0,-100,100
2026-06-10T13:40:21.3614409-07:00,1781124021361,79603370,19601442,392,DRIVING,114,1000,1000,450,100,-0.350,-0.560,0.070,111.237,1,1,0,-100,100
2026-06-10T13:40:21.4086082-07:00,1781124021408,79653378,19651450,393,DRIVING,112,1000,1000,452,100,-0.140,-0.280,0.070,111.241,1,1,0,-100,100
2026-06-10T13:40:21.4583055-07:00,1781124021458,79703370,19701442,394,DRIVING,115,1000,1000,452,99,-0.420,-0.560,0.000,111.241,1,1,0,-100,100
2026-06-10T13:40:21.5055451-07:00,1781124021505,79753381,19751453,395,DRIVING,114,1000,1000,453,100,-0.070,-0.350,-0.140,111.234,1,1,0,-100,100
2026-06-10T13:40:21.5546308-07:00,1781124021554,79803376,19801448,396,DRIVING,114,1000,1000,453,100,0.070,-0.210,-0.070,111.230,1,1,0,-100,100
2026-06-10T13:40:21.6164130-07:00,1781124021616,79853369,19851441,397,DRIVING,114,1000,1000,453,102,-0.420,-0.770,-0.140,111.223,1,1,0,-100,100
2026-06-10T13:40:21.6636655-07:00,1781124021663,79903370,19901442,398,DRIVING,115,1000,1000,452,99,-0.070,-0.210,-0.070,111.220,1,1,0,-100,100
2026-06-10T13:40:21.7109312-07:00,1781124021710,79953382,19951454,399,DRIVING,114,1000,1000,453,102,0.000,-0.210,-0.070,111.216,1,1,0,-100,100
2026-06-10T13:40:21.7606282-07:00,1781124021760,80003466,20001538,400,DRIVING,115,1000,1000,452,99,-0.210,-0.210,-0.140,111.209,1,1,0,-100,100
2026-06-10T13:40:21.8118283-07:00,1781124021811,80053365,20051437,401,DRIVING,114,1000,1000,454,102,0.000,-0.280,0.000,111.209,1,1,0,-100,100
2026-06-10T13:40:21.8596122-07:00,1781124021859,80103372,20101444,402,DRIVING,112,1000,1000,465,100,-0.280,-0.630,3.850,111.402,1,1,0,-100,100
2026-06-10T13:40:21.9077994-07:00,1781124021907,80153382,20151454,403,DRIVING,112,1000,1000,463,102,-0.420,-0.070,0.070,111.405,1,1,0,-100,100
2026-06-10T13:40:21.9555698-07:00,1781124021955,80203377,20201449,404,DRIVING,114,1000,1000,465,99,-0.070,-0.350,-0.140,111.398,1,1,0,-100,100
2026-06-10T13:40:22.0027531-07:00,1781124022002,80253364,20251436,405,DRIVING,112,1000,1000,465,100,-0.280,-0.490,-0.210,111.388,1,1,0,-100,100
2026-06-10T13:40:22.0535853-07:00,1781124022053,80303374,20301446,406,DRIVING,114,1000,1000,468,102,-0.350,-0.490,-0.070,111.384,1,1,0,-100,100
2026-06-10T13:40:22.1030963-07:00,1781124022103,80353376,20351448,407,DRIVING,112,1000,1000,463,102,0.000,-0.140,-0.280,111.370,1,1,0,-100,100
2026-06-10T13:40:22.1667203-07:00,1781124022166,80403382,20401454,408,DRIVING,111,1000,1000,465,102,-0.280,0.000,-0.280,111.356,1,1,0,-100,100
2026-06-10T13:40:22.2168215-07:00,1781124022216,80453375,20451447,409,DRIVING,115,1000,1000,466,100,-0.070,0.000,-0.210,111.346,1,1,0,-100,100
2026-06-10T13:40:22.2613335-07:00,1781124022261,80503372,20501444,410,DRIVING,112,1000,1000,464,102,-0.210,0.210,-0.210,111.335,1,1,0,-100,100
2026-06-10T13:40:22.3089169-07:00,1781124022308,80553384,20551456,411,DRIVING,115,1000,1000,465,102,-0.350,-0.350,0.140,111.342,1,1,0,-100,100
2026-06-10T13:40:22.3632469-07:00,1781124022363,80603375,20601447,412,DRIVING,114,1000,1000,465,100,0.000,-0.560,-0.280,111.328,1,1,0,-100,100
2026-06-10T13:40:22.4102843-07:00,1781124022410,80653373,20651445,413,DRIVING,112,1000,1000,465,99,0.140,-1.820,-0.350,111.311,1,1,0,-100,100
2026-06-10T13:40:22.4603221-07:00,1781124022460,80703377,20701449,414,DRIVING,112,1000,1000,462,100,-0.280,0.070,0.070,111.314,1,1,0,-100,100
2026-06-10T13:40:22.5069451-07:00,1781124022506,80753378,20751450,415,DRIVING,112,1000,1000,469,100,-0.140,0.980,-0.070,111.311,1,1,0,-100,100
2026-06-10T13:40:22.5543106-07:00,1781124022554,80803380,20801452,416,DRIVING,114,1000,1000,465,102,0.000,0.210,-0.210,111.300,1,1,0,-100,100
2026-06-10T13:40:22.6020406-07:00,1781124022602,80853378,20851450,417,DRIVING,114,1000,1000,465,102,-0.280,-0.840,-0.280,111.286,1,1,0,-100,100
2026-06-10T13:40:22.6656619-07:00,1781124022665,80903368,20901440,418,DRIVING,112,1000,1000,466,100,-0.420,-0.350,-0.280,111.272,1,1,0,-100,100
2026-06-10T13:40:22.7133647-07:00,1781124022713,80953378,20951450,419,DRIVING,114,1000,1000,462,99,0.070,-1.820,-0.070,111.269,1,1,0,-100,100
2026-06-10T13:40:22.7609770-07:00,1781124022760,81003460,21001532,420,DRIVING,112,1000,1000,466,99,-0.560,0.700,-0.140,111.262,1,1,0,-100,100
2026-06-10T13:40:22.8108936-07:00,1781124022810,81053366,21051438,421,DRIVING,111,1000,1000,465,100,0.000,-0.210,-0.070,111.258,1,1,0,-100,100
2026-06-10T13:40:22.8560592-07:00,1781124022856,81103379,21101451,422,DRIVING,114,1000,1000,464,99,-0.140,-0.560,-0.070,111.255,1,1,0,-100,100
2026-06-10T13:40:22.9055955-07:00,1781124022905,81153383,21151455,423,DRIVING,114,1000,1000,466,102,-0.490,0.140,0.000,111.255,1,1,0,-100,100
2026-06-10T13:40:22.9531820-07:00,1781124022953,81203369,21201441,424,DRIVING,111,1000,1000,465,102,-0.140,-0.280,0.000,111.255,1,1,0,-100,100
2026-06-10T13:40:23.0168109-07:00,1781124023016,81253371,21251443,425,DRIVING,114,1000,1000,465,100,-0.210,-0.700,-0.140,111.248,1,1,0,-100,100
2026-06-10T13:40:23.0645459-07:00,1781124023064,81303381,21301453,426,DRIVING,112,1000,1000,462,100,-0.280,0.000,0.000,111.248,1,1,0,-100,100
2026-06-10T13:40:23.1121336-07:00,1781124023112,81353366,21351438,427,DRIVING,114,1000,1000,463,99,0.070,0.000,0.000,111.248,1,1,0,-100,100
2026-06-10T13:40:23.1597261-07:00,1781124023159,81403386,21401458,428,DRIVING,111,1000,1000,462,99,-0.280,1.960,0.280,111.262,1,1,0,-100,100
2026-06-10T13:40:23.2074130-07:00,1781124023207,81453370,21451442,429,DRIVING,108,1000,1000,458,98,-0.210,1.050,-0.070,111.258,1,1,0,-100,100
2026-06-10T13:40:23.2621805-07:00,1781124023262,81503375,21501447,430,DRIVING,104,1000,1000,457,95,-0.210,3.220,-0.140,111.251,1,1,0,-100,100
2026-06-10T13:40:23.3092608-07:00,1781124023309,81553379,21551451,431,DRIVING,98,1000,1000,447,86,-0.700,12.320,-0.070,111.248,1,1,0,-100,100
2026-06-10T13:40:23.3588808-07:00,1781124023358,81603379,21601451,432,DRIVING,83,1000,1000,436,74,-0.350,15.540,-0.280,111.234,1,1,0,-100,100
2026-06-10T13:40:23.4091032-07:00,1781124023409,81653368,21651440,433,DRIVING,70,1000,1000,424,61,-0.140,11.900,0.000,111.234,1,1,0,-100,100
2026-06-10T13:40:23.4620057-07:00,1781124023462,81703378,21701450,434,DRIVING,52,1000,1000,405,47,-0.840,23.380,-0.560,111.206,1,1,0,-100,100
2026-06-10T13:40:23.5090706-07:00,1781124023509,81753376,21751448,435,DRIVING,23,1000,1000,379,21,-0.770,34.370,-0.560,111.178,1,1,0,-100,100
2026-06-10T13:40:23.5565526-07:00,1781124023556,81803373,21801445,436,DRIVING,28,1000,1000,415,25,-1.400,-22.960,22.470,112.301,1,1,0,-100,100
2026-06-10T13:40:23.6039856-07:00,1781124023603,81853379,21851451,437,DRIVING,38,1000,1000,497,35,-1.540,-12.460,20.230,113.313,1,1,0,-100,100
2026-06-10T13:40:23.6516169-07:00,1781124023651,81903368,21901440,438,DRIVING,42,1000,1000,566,39,-0.840,-3.220,13.090,113.967,2,1,0,100,100
2026-06-10T13:40:23.7147128-07:00,1781124023714,81953375,21951447,439,DRIVING,80,1000,1000,416,70,3.920,-59.290,-44.030,111.765,1,2,0,-100,100
2026-06-10T13:40:23.7619821-07:00,1781124023761,82003464,22001536,440,DRIVING,97,1000,1000,389,85,-3.080,16.240,40.600,113.799,1,1,0,-100,100
2026-06-10T13:40:23.8094357-07:00,1781124023809,82053377,22051449,441,DRIVING,108,1000,1000,437,99,0.770,-34.160,0.140,113.806,1,1,0,-100,100
2026-06-10T13:40:23.8571872-07:00,1781124023857,82103372,22101444,442,DRIVING,111,1000,1000,463,102,-0.910,2.660,4.270,114.019,1,1,0,-100,100
2026-06-10T13:40:23.9086492-07:00,1781124023908,82153369,22151441,443,DRIVING,111,1000,1000,459,100,0.000,-0.140,-0.560,113.991,1,1,0,-100,100
2026-06-10T13:40:23.9560627-07:00,1781124023956,82203374,22201446,444,DRIVING,110,1000,1000,460,100,0.140,-0.210,0.140,113.998,1,1,0,-100,100
2026-06-10T13:40:24.0036850-07:00,1781124024003,82253379,22251451,445,DRIVING,110,1000,1000,458,99,-0.140,-0.280,0.000,113.998,1,1,0,-100,100
2026-06-10T13:40:24.0511802-07:00,1781124024051,82303369,22301441,446,DRIVING,107,1000,1000,457,100,0.000,-0.280,0.000,113.998,1,1,0,-100,100
2026-06-10T13:40:24.1146647-07:00,1781124024114,82353365,22351437,447,DRIVING,110,1000,1000,458,99,-0.070,0.210,0.000,113.998,1,1,0,-100,100
2026-06-10T13:40:24.1623910-07:00,1781124024162,82403375,22401447,448,DRIVING,110,1000,1000,459,99,-0.210,0.630,0.000,113.998,1,1,0,-100,100
2026-06-10T13:40:24.2098572-07:00,1781124024209,82453376,22451448,449,DRIVING,107,1000,1000,455,102,-0.210,0.840,-0.210,113.988,1,1,0,-100,100
2026-06-10T13:40:24.2647377-07:00,1781124024264,82503374,22501446,450,DRIVING,110,1000,1000,459,99,0.070,-0.560,1.680,114.072,1,1,0,-100,100
2026-06-10T13:40:24.3116058-07:00,1781124024311,82553378,22551450,451,DRIVING,108,1000,1000,466,96,-0.140,4.550,0.980,114.121,1,1,0,-100,100
2026-06-10T13:40:24.3605870-07:00,1781124024360,82603385,22601457,452,DRIVING,105,1000,1000,470,98,-0.210,1.540,0.070,114.124,1,1,0,-100,100
2026-06-10T13:40:24.4097835-07:00,1781124024409,82653374,22651446,453,DRIVING,108,1000,1000,471,98,-0.140,2.450,-0.770,114.086,1,1,0,-100,100
2026-06-10T13:40:24.4578235-07:00,1781124024457,82703367,22701439,454,DRIVING,108,1000,1000,469,102,-0.210,-0.700,-0.070,114.082,1,1,0,-100,100
2026-06-10T13:40:24.5052394-07:00,1781124024505,82753375,22751447,455,DRIVING,111,1000,1000,471,100,-0.140,0.000,-0.210,114.072,1,1,0,-100,100
2026-06-10T13:40:24.5523034-07:00,1781124024552,82803379,22801451,456,DRIVING,107,1000,1000,470,100,-0.070,-0.070,-0.070,114.068,1,1,0,-100,100
2026-06-10T13:40:24.6148689-07:00,1781124024614,82853369,22851441,457,DRIVING,108,1000,1000,470,100,-0.280,0.070,-0.210,114.058,1,1,0,-100,100
2026-06-10T13:40:24.6663030-07:00,1781124024666,82903367,22901439,458,DRIVING,107,1000,1000,466,96,-0.420,6.580,-0.280,114.044,1,1,0,-100,100
2026-06-10T13:40:24.7101125-07:00,1781124024710,82953374,22951446,459,DRIVING,100,1000,1000,460,89,-0.280,4.130,-0.070,114.040,1,1,0,-100,100
2026-06-10T13:40:24.7576092-07:00,1781124024757,83003454,23001526,460,DRIVING,108,1000,1000,473,100,0.560,-19.250,0.770,114.079,1,1,0,-100,100
2026-06-10T13:40:24.8148272-07:00,1781124024814,83053379,23051451,461,DRIVING,105,1000,1000,466,95,-0.420,6.370,-0.420,114.058,1,1,0,-100,100
2026-06-10T13:40:24.8526215-07:00,1781124024852,83103368,23101440,462,DRIVING,78,1000,1000,441,71,-1.260,38.640,-0.210,114.047,1,1,0,-100,100
2026-06-10T13:40:24.9151757-07:00,1781124024915,83153376,23151448,463,DRIVING,29,1000,1000,403,30,-1.750,52.990,-0.910,114.002,1,1,0,-100,100
2026-06-10T13:40:24.9664043-07:00,1781124024966,83203374,23201446,464,DRIVING,23,1000,1000,399,25,1.820,-28.770,-1.470,113.928,1,1,0,-100,100
2026-06-10T13:40:25.0162038-07:00,1781124025016,83253379,23251451,465,DRIVING,66,1000,1000,436,61,1.260,-39.410,0.980,113.977,1,1,0,-100,100
2026-06-10T13:40:25.0614165-07:00,1781124025061,83303375,23301447,466,DRIVING,67,1000,1000,448,64,-1.190,21.210,3.220,114.138,1,1,0,-100,100
2026-06-10T13:40:25.1089131-07:00,1781124025108,83353374,23351446,467,DRIVING,66,1000,1000,457,61,-0.280,-7.140,3.640,114.320,1,1,0,-100,100
2026-06-10T13:40:25.1566007-07:00,1781124025156,83403375,23401447,468,DRIVING,45,1000,1000,471,43,-1.260,28.700,0.140,114.327,1,1,0,-100,100
2026-06-10T13:40:25.2037442-07:00,1781124025203,83453373,23451445,469,DRIVING,26,1000,1000,462,30,-0.280,0.840,0.140,114.334,1,1,0,-100,100
2026-06-10T13:40:25.2590712-07:00,1781124025259,83503376,23501448,470,DRIVING,56,1000,1000,484,53,1.050,-34.230,0.700,114.369,1,1,0,-100,100
2026-06-10T13:40:25.3064406-07:00,1781124025306,83553372,23551444,471,DRIVING,64,1000,1000,556,63,-1.610,-2.520,15.400,115.139,2,1,0,100,100
2026-06-10T13:40:25.3628481-07:00,1781124025362,83603384,23601456,472,DRIVING,104,1000,1000,477,96,3.710,-63.700,-43.190,112.979,1,2,0,-100,100
2026-06-10T13:40:25.4153853-07:00,1781124025415,83653372,23651444,473,DRIVING,93,1000,1000,410,86,-3.430,32.480,29.890,114.473,1,1,0,-100,100
2026-06-10T13:40:25.4596167-07:00,1781124025459,83703382,23701454,474,DRIVING,102,1000,1000,498,98,-0.140,-39.690,8.820,114.914,1,1,0,-100,100
2026-06-10T13:40:25.5065442-07:00,1781124025506,83753372,23751444,475,DRIVING,107,1000,1000,514,100,-0.210,-2.660,-1.050,114.862,2,1,0,100,100
2026-06-10T13:40:25.5541203-07:00,1781124025554,83803380,23801452,476,DRIVING,114,1000,1000,403,103,1.610,0.490,-56.840,112.020,1,2,0,-100,100
2026-06-10T13:40:25.6017741-07:00,1781124025601,83853377,23851449,477,DRIVING,119,1000,1000,303,95,-1.400,-1.330,16.030,112.821,1,1,0,-100,100
2026-06-10T13:40:25.6650269-07:00,1781124025665,83903372,23901444,478,DRIVING,119,1000,1000,332,100,-0.210,7.000,12.670,113.455,1,1,0,-100,100
2026-06-10T13:40:25.7124916-07:00,1781124025712,83953379,23951451,479,DRIVING,121,1000,1000,351,102,0.280,-3.710,-1.330,113.388,1,1,0,-100,100
2026-06-10T13:40:25.7600352-07:00,1781124025760,84003460,24001532,480,DRIVING,121,1000,1000,351,100,-0.350,0.000,0.280,113.402,1,1,0,-100,100
