host_receive_iso,host_receive_unix_ms,robot_time_us,robot_elapsed_us,sample,mode,s0,s1,s2,s3,s4,left_encoder_deg,right_encoder_deg,delta_left_encoder_deg,delta_right_encoder_deg,left_distance_m,right_distance_m,x_m,y_m,theta_deg,current_state,prev_state,lost_count,left_cmd_milli,right_cmd_milli
2026-06-10T14:21:58.1608505-07:00,1781126518160,74653091,14651213,293,DRIVING,22,1000,1000,960,16,1995,3622,6,20,0.56493,0.99442,-0.03611,0.13893,259.032,2,2,0,100,100
2026-06-10T14:21:58.2081674-07:00,1781126518208,74703091,14701213,294,DRIVING,35,1000,1000,1000,26,2012,3642,17,20,0.56968,1.00000,-0.03705,0.13385,259.537,2,2,0,100,100
2026-06-10T14:21:58.2580299-07:00,1781126518258,74753080,14751202,295,DRIVING,43,1000,1000,977,33,2034,3662,22,20,0.57582,1.00559,-0.03815,0.12809,259.200,2,2,0,100,100
2026-06-10T14:21:58.3223337-07:00,1781126518322,74803088,14801210,296,DRIVING,57,1000,1000,803,40,2058,3683,24,21,0.58252,1.01145,-0.03938,0.12193,258.695,2,2,0,100,100
2026-06-10T14:21:58.3617492-07:00,1781126518361,74853091,14851213,297,DRIVING,78,1000,1000,643,62,2084,3704,26,21,0.58978,1.01732,-0.04076,0.11551,257.853,2,2,0,100,100
2026-06-10T14:21:58.4084252-07:00,1781126518408,74903081,14901203,298,DRIVING,107,1000,1000,498,84,2110,3726,26,22,0.59704,1.02346,-0.04225,0.10898,257.179,1,2,0,-100,100
2026-06-10T14:21:58.4590413-07:00,1781126518459,74953085,14951207,299,DRIVING,85,1000,1000,676,62,2118,3747,8,21,0.59928,1.02932,-0.04300,0.10500,259.368,2,1,0,100,100
2026-06-10T14:21:58.5217356-07:00,1781126518521,75003133,15001255,300,DRIVING,51,1000,1000,1000,36,2122,3768,4,21,0.60039,1.03519,-0.04347,0.10154,262.232,2,2,0,100,100
2026-06-10T14:21:58.5692973-07:00,1781126518569,75053084,15051206,301,DRIVING,86,1000,1000,1000,74,2140,3789,18,21,0.60542,1.04105,-0.04416,0.09614,262.737,2,2,0,100,100
2026-06-10T14:21:58.6213472-07:00,1781126518621,75103084,15101206,302,DRIVING,126,1000,1000,1000,108,2162,3810,22,21,0.61156,1.04692,-0.04493,0.09019,262.568,2,2,0,100,100
2026-06-10T14:21:58.6690251-07:00,1781126518669,75153093,15151215,303,DRIVING,126,1000,1000,1000,103,2184,3830,22,20,0.61771,1.05250,-0.04573,0.08437,262.232,2,2,0,100,100
2026-06-10T14:21:58.7118243-07:00,1781126518711,75203086,15201208,304,DRIVING,117,1000,1000,1000,80,2208,3852,24,22,0.62441,1.05865,-0.04663,0.07802,261.895,2,2,0,100,100
2026-06-10T14:21:58.7688417-07:00,1781126518768,75253084,15251206,305,DRIVING,239,1000,1000,1000,57,2232,3876,24,24,0.63111,1.06535,-0.04758,0.07138,261.895,2,2,0,100,100
2026-06-10T14:21:58.8228462-07:00,1781126518822,75303087,15301209,306,DRIVING,1000,1000,1000,1000,48,2257,3900,25,24,0.63809,1.07205,-0.04856,0.06461,261.726,2,2,0,100,100
2026-06-10T14:21:58.8704971-07:00,1781126518870,75353090,15351212,307,DRIVING,1000,1000,1000,1000,43,2282,3925,25,25,0.64507,1.07903,-0.04957,0.05770,261.726,2,2,0,100,100
