host_receive_iso,host_receive_unix_ms,robot_time_us,robot_elapsed_us,logical_elapsed_us,sample_period_us,sample,mode,s0,s1,s2,s3,s4,left_encoder_deg,right_encoder_deg,delta_left_encoder_deg,delta_right_encoder_deg,left_distance_m,right_distance_m,x_m,y_m,theta_deg,encoder_theta_deg,gyro_z_deg,current_state,prev_state,lost_count,left_cmd_milli,right_cmd_milli
2026-06-22T10:00:25.3373932-07:00,1782147625337,25354704,7901554,25350000,50000,158,DRIVING,99,1000,1000,1000,134,1835,3254,21,22,0.51187,0.90897,-0.04483,0.15797,271.411,239.495,271.647,2,2,0,100,100
2026-06-22T10:00:25.3510253-07:00,1782147625351,25404711,7951561,25400000,50000,159,DRIVING,95,1000,1000,1000,130,1856,3276,21,22,0.51773,0.91511,-0.04466,0.15197,271.647,239.663,271.952,2,2,0,100,100
2026-06-22T10:00:25.3650254-07:00,1782147625365,25454720,8001570,25450000,50000,160,DRIVING,94,1000,1000,1000,126,1878,3299,22,23,0.52388,0.92154,-0.04444,0.14569,271.952,239.832,272.225,2,2,0,100,100
2026-06-22T10:00:25.3650254-07:00,1782147625365,25504708,8051558,25500000,50000,161,DRIVING,96,1000,1000,1000,127,1899,3322,21,23,0.52974,0.92796,-0.04421,0.13955,272.225,240.168,272.354,2,2,0,100,100
2026-06-22T10:00:25.3810711-07:00,1782147625381,25554706,8101556,25550000,50000,162,DRIVING,89,1000,1000,1000,124,1920,3344,21,22,0.53561,0.93410,-0.04396,0.13355,272.354,240.337,272.478,2,2,0,100,100
2026-06-22T10:00:25.3971696-07:00,1782147625397,25604713,8151563,25600000,50000,163,DRIVING,94,1000,1000,1000,124,1941,3366,21,22,0.54147,0.94024,-0.04370,0.12755,272.478,240.505,272.659,2,2,0,100,100
2026-06-22T10:00:25.4130000-07:00,1782147625413,25654699,8201549,25650000,50000,164,DRIVING,98,1000,1000,1000,127,1962,3388,21,22,0.54734,0.94639,-0.04342,0.12156,272.659,240.674,273.002,2,2,0,100,100
2026-06-22T10:00:25.4287683-07:00,1782147625428,25704700,8251550,25700000,50000,165,DRIVING,103,1000,1000,1000,131,1982,3411,20,23,0.55292,0.95281,-0.04311,0.11556,273.002,241.179,273.474,2,2,0,100,100
2026-06-22T10:00:25.4444193-07:00,1782147625444,25754711,8301561,25750000,50000,166,DRIVING,101,1000,1000,1000,132,2003,3433,21,22,0.55878,0.95895,-0.04274,0.10957,273.474,241.347,274.020,2,2,0,100,100
2026-06-22T10:00:25.4603363-07:00,1782147625460,25804707,8351557,25800000,50000,167,DRIVING,102,1000,1000,1000,132,2024,3456,21,23,0.56465,0.96538,-0.04231,0.10344,274.020,241.684,274.524,2,2,0,100,100
2026-06-22T10:00:25.4921533-07:00,1782147625492,25854712,8401562,25850000,50000,168,DRIVING,102,1000,1000,1000,134,2044,3478,20,22,0.57023,0.97152,-0.04185,0.09759,274.524,242.021,274.813,2,2,0,100,100
2026-06-22T10:00:25.5240855-07:00,1782147625524,25904715,8451565,25900000,50000,169,DRIVING,102,1000,1000,1000,134,2065,3500,21,22,0.57610,0.97766,-0.04135,0.09161,274.813,242.190,275.012,2,2,0,100,100
2026-06-22T10:00:25.5557980-07:00,1782147625555,25954712,8501562,25950000,50000,170,DRIVING,108,1000,1000,1000,135,2086,3523,21,23,0.58196,0.98409,-0.04081,0.08549,275.012,242.526,275.224,2,2,0,100,100
2026-06-22T10:00:25.6031749-07:00,1782147625603,26004799,8551649,26000000,50000,171,DRIVING,102,1000,1000,1000,136,2107,3545,21,22,0.58783,0.99023,-0.04026,0.07951,275.224,242.695,275.480,2,2,0,100,100
2026-06-22T10:00:25.6374063-07:00,1782147625637,26054703,8601553,26050000,50000,172,DRIVING,105,967,1000,1000,139,2129,3568,22,23,0.59397,0.99665,-0.03966,0.07326,275.480,242.863,275.753,2,2,0,100,100
2026-06-22T10:00:25.6664309-07:00,1782147625666,26104706,8651556,26100000,50000,173,DRIVING,103,948,1000,1000,141,2150,3590,21,22,0.59983,1.00280,-0.03906,0.06728,275.753,243.032,275.908,2,2,0,100,100
2026-06-22T10:00:25.6983626-07:00,1782147625698,26154700,8701550,26150000,50000,174,DRIVING,112,932,1000,1000,141,2172,3612,22,22,0.60598,1.00894,-0.03843,0.06117,275.908,243.032,275.989,2,2,0,100,100
2026-06-22T10:00:25.7460648-07:00,1782147625746,26204703,8751553,26200000,50000,175,DRIVING,111,888,1000,1000,134,2193,3634,21,22,0.61184,1.01508,-0.03780,0.05520,275.989,243.200,276.215,2,2,0,100,100
2026-06-22T10:00:25.7779023-07:00,1782147625777,26254715,8801565,26250000,50000,176,DRIVING,125,1000,1000,1000,132,2214,3657,21,23,0.61771,1.02151,-0.03714,0.04909,276.215,243.537,276.675,2,2,0,100,100
2026-06-22T10:00:25.8117365-07:00,1782147625811,26304716,8851566,26300000,50000,177,DRIVING,155,1000,1000,1000,128,2236,3681,22,24,0.62385,1.02821,-0.03639,0.04271,276.675,243.874,277.027,2,2,0,100,100
2026-06-22T10:00:25.8274014-07:00,1782147625827,26354700,8901550,26350000,50000,178,DRIVING,836,1000,1000,1000,128,2257,3703,21,22,0.62972,1.03435,-0.03565,0.03676,277.027,244.042,277.060,2,2,0,100,100
2026-06-22T10:00:25.8354417-07:00,1782147625835,26404713,8951563,26400000,50000,179,DRIVING,1000,1000,1000,1000,127,2280,3725,23,22,0.63614,1.04050,-0.03488,0.03052,277.060,243.874,276.881,2,2,0,100,100
2026-06-22T10:00:25.8435474-07:00,1782147625843,26454706,9001556,26450000,50000,180,DRIVING,1000,1000,1000,1000,132,2304,3747,24,22,0.64284,1.04664,-0.03411,0.02414,276.881,243.537,276.783,2,2,0,100,100
2026-06-22T10:00:25.8465701-07:00,1782147625846,26504708,9051558,26500000,50000,181,DRIVING,1000,489,232,343,134,2326,3769,22,22,0.64898,1.05278,-0.03339,0.01804,276.783,243.537,277.055,0,2,0,-100,100
2026-06-22T10:00:25.8564199-07:00,1782147625856,26554715,9101565,26550000,50000,182,DRIVING,1000,138,59,69,115,2324,3793,-2,24,0.64842,1.05949,-0.03301,0.01499,277.055,247.916,280.784,0,0,0,-100,100
2026-06-22T10:00:25.8725389-07:00,1782147625872,26604715,9151565,26600000,50000,183,DRIVING,1000,158,52,57,191,2309,3819,-15,26,0.64424,1.06675,-0.03272,0.01349,280.784,254.821,288.197,0,0,0,-100,100
2026-06-22T10:00:25.8725389-07:00,1782147625872,26654710,9201560,26650000,50000,184,DRIVING,1000,349,69,55,126,2291,3844,-18,25,0.63921,1.07373,-0.03242,0.01256,288.197,262.063,296.088,0,0,0,-100,100
2026-06-22T10:00:25.8882651-07:00,1782147625888,26704712,9251562,26700000,50000,185,DRIVING,1000,801,110,59,116,2271,3868,-20,24,0.63362,1.08043,-0.03217,0.01206,296.088,269.474,303.861,1,0,0,-100,100
2026-06-22T10:00:25.9043200-07:00,1782147625904,26754711,9301561,26750000,50000,186,DRIVING,1000,1000,236,76,113,2254,3890,-17,22,0.62888,1.08657,-0.03178,0.01148,303.861,276.042,311.463,1,1,0,-100,100
2026-06-22T10:00:25.9199908-07:00,1782147625919,26804697,9351547,26800000,50000,187,DRIVING,650,1000,594,140,136,2237,3913,-17,23,0.62413,1.09300,-0.03123,0.01085,311.463,282.779,318.811,1,1,0,-100,100
2026-06-22T10:00:25.9374342-07:00,1782147625937,26854715,9401565,26850000,50000,188,DRIVING,159,1000,1000,264,135,2220,3934,-17,21,0.61938,1.09886,-0.03081,0.01048,318.811,289.179,325.983,1,1,0,-100,100
2026-06-22T10:00:25.9391916-07:00,1782147625939,26904714,9451564,26900000,50000,189,DRIVING,136,1000,1000,661,134,2203,3956,-17,22,0.61464,1.10500,-0.03023,0.01009,325.983,295.747,333.342,2,1,0,100,100
2026-06-22T10:00:25.9565777-07:00,1782147625956,26954721,9501571,26950000,50000,190,DRIVING,126,1000,1000,906,131,2204,3976,1,20,0.61491,1.11059,-0.02761,0.00877,333.342,298.947,338.539,2,2,0,100,100
2026-06-22T10:00:25.9745808-07:00,1782147625974,27004807,9551657,27000000,50000,191,DRIVING,126,1000,1000,703,128,2216,3996,12,20,0.61827,1.11617,-0.02345,0.00714,338.539,300.295,340.417,2,2,0,100,100
2026-06-22T10:00:25.9745808-07:00,1782147625974,27054707,9601557,27050000,50000,192,DRIVING,95,1000,1000,376,105,2233,4016,17,20,0.62301,1.12176,-0.01858,0.00541,340.417,300.800,341.021,1,2,0,-100,100
2026-06-22T10:00:25.9914565-07:00,1782147625991,27104708,9651558,27100000,50000,193,DRIVING,37,1000,1000,486,56,2231,4038,-2,22,0.62245,1.12790,-0.01594,0.00450,341.021,304.842,344.445,1,1,0,-100,100
2026-06-22T10:00:25.9990790-07:00,1782147625999,27154707,9701557,27150000,50000,194,DRIVING,21,1000,1000,1000,45,2219,4063,-12,25,0.61910,1.13488,-0.01419,0.00401,344.445,311.074,351.325,2,1,0,100,100
2026-06-22T10:00:26.0073768-07:00,1782147626007,27204703,9751553,27200000,50000,195,DRIVING,85,1000,1000,1000,106,2225,4088,6,25,0.62078,1.14187,-0.00991,0.00336,351.325,314.274,356.046,2,2,0,100,100
2026-06-22T10:00:26.0073768-07:00,1782147626007,27254703,9801553,27250000,50000,196,DRIVING,76,1000,1000,1000,94,2238,4107,13,19,0.62441,1.14717,-0.00546,0.00305,356.046,315.284,357.688,2,2,0,100,100
2026-06-22T10:00:26.0250308-07:00,1782147626025,27304702,9851552,27300000,50000,197,DRIVING,74,1000,1000,1000,100,2255,4129,17,22,0.62916,1.15331,-0.00002,0.00283,357.688,316.126,358.547,2,2,0,100,100
2026-06-22T10:00:26.0327340-07:00,1782147626032,27354713,9901563,27350000,50000,198,DRIVING,74,1000,1000,1000,108,2275,4150,20,21,0.63474,1.15918,0.00571,0.00269,358.547,316.295,359.072,2,2,0,100,100
2026-06-22T10:00:26.0411866-07:00,1782147626041,27404710,9951560,27400000,50000,199,DRIVING,78,1000,1000,1000,110,2296,4172,21,22,0.64061,1.16532,0.01171,0.00259,359.072,316.463,359.415,2,2,0,100,100
2026-06-22T10:00:26.0515569-07:00,1782147626051,27454699,10001549,27450000,50000,200,DRIVING,84,1000,1000,1000,119,2317,4194,21,22,0.64647,1.17147,0.01771,0.00253,359.415,316.632,359.693,2,2,0,100,100
2026-06-22T10:00:26.0515569-07:00,1782147626051,27504711,10051561,27500000,50000,201,DRIVING,86,1000,1000,1000,121,2338,4217,21,23,0.65233,1.17789,0.02386,0.00250,359.693,316.969,360.061,2,2,0,100,100
2026-06-22T10:00:26.0672894-07:00,1782147626067,27554706,10101556,27550000,50000,202,DRIVING,92,1000,1000,1000,121,2359,4240,21,23,0.65820,1.18431,0.03000,0.00250,360.061,317.305,360.376,2,2,0,100,100
2026-06-22T10:00:26.0762953-07:00,1782147626076,27604712,10151562,27600000,50000,203,DRIVING,95,1000,1000,1000,126,2380,4263,21,23,0.66406,1.19073,0.03614,0.00254,360.376,317.642,360.664,2,2,0,100,100
2026-06-22T10:00:26.0832019-07:00,1782147626083,27654704,10201554,27650000,50000,204,DRIVING,102,1000,1000,1000,126,2402,4285,22,22,0.67021,1.19688,0.04229,0.00261,360.664,317.642,360.997,2,2,0,100,100
2026-06-22T10:00:26.0930204-07:00,1782147626093,27704698,10251548,27700000,50000,205,DRIVING,106,1000,1000,1000,139,2424,4308,22,23,0.67635,1.20330,0.04857,0.00272,360.997,317.811,361.280,2,2,0,100,100
2026-06-22T10:00:26.0989473-07:00,1782147626098,27754708,10301558,27750000,50000,206,DRIVING,108,1000,1000,1000,141,2445,4330,21,22,0.68221,1.20944,0.05457,0.00286,361.280,317.979,361.550,2,2,0,100,100
2026-06-22T10:00:26.1099106-07:00,1782147626109,27804701,10351551,27800000,50000,207,DRIVING,105,1000,1000,1000,135,2467,4353,22,23,0.68836,1.21587,0.06085,0.00303,361.550,318.148,361.867,2,2,0,100,100
2026-06-22T10:00:26.1146704-07:00,1782147626114,27854704,10401554,27850000,50000,208,DRIVING,106,1000,1000,1000,131,2488,4377,21,24,0.69422,1.22257,0.06713,0.00323,361.867,318.653,362.161,2,2,0,100,100
2026-06-22T10:00:26.1343694-07:00,1782147626134,27904715,10451565,27900000,50000,209,DRIVING,102,1000,1000,1000,128,2510,4400,22,23,0.70037,1.22899,0.07341,0.00347,362.161,318.821,362.323,2,2,0,100,100
2026-06-22T10:00:26.1465805-07:00,1782147626146,27954702,10501552,27950000,50000,210,DRIVING,101,1000,1000,1000,127,2532,4423,22,23,0.70651,1.23541,0.07969,0.00372,362.323,318.990,362.397,2,2,0,100,100
2026-06-22T10:00:26.1622592-07:00,1782147626162,28004814,10551664,28000000,50000,211,DRIVING,96,1000,1000,1000,128,2555,4446,23,23,0.71293,1.24184,0.08611,0.00399,362.397,318.990,362.551,2,2,0,100,100
2026-06-22T10:00:26.1622592-07:00,1782147626162,28054706,10601556,28050000,50000,212,DRIVING,101,1000,1000,1000,130,2576,4469,21,23,0.71880,1.24826,0.09224,0.00427,362.551,319.327,362.890,2,2,0,100,100
2026-06-22T10:00:26.1879392-07:00,1782147626187,28104709,10651559,28100000,50000,213,DRIVING,96,1000,1000,1000,130,2599,4492,23,23,0.72522,1.25468,0.09866,0.00459,362.890,319.327,363.303,2,2,0,100,100
2026-06-22T10:00:26.1977218-07:00,1782147626197,28154700,10701550,28150000,50000,214,DRIVING,98,1000,1000,1000,126,2620,4515,21,23,0.73108,1.26111,0.10479,0.00494,363.303,319.663,363.632,2,2,0,100,100
2026-06-22T10:00:26.2011035-07:00,1782147626201,28204709,10751559,28200000,50000,215,DRIVING,98,1000,1000,1000,130,2641,4537,21,22,0.73695,1.26725,0.11078,0.00532,363.632,319.832,363.821,2,2,0,100,100
2026-06-22T10:00:26.2162708-07:00,1782147626216,28254701,10801551,28250000,50000,216,DRIVING,96,1000,1000,1000,127,2659,4557,18,20,0.74197,1.27283,0.11608,0.00568,363.821,320.169,364.348,2,2,0,100,100
2026-06-22T10:00:26.2257371-07:00,1782147626225,28304697,10851547,28300000,50000,217,DRIVING,95,1000,1000,1000,127,2674,4578,15,21,0.74616,1.27870,0.12109,0.00606,364.348,321.179,365.316,2,2,0,100,100
2026-06-22T10:00:26.2372926-07:00,1782147626237,28354704,10901554,28350000,50000,218,DRIVING,101,1000,1000,1000,130,2690,4596,16,18,0.75063,1.28373,0.12582,0.00650,365.316,321.516,365.879,2,2,0,100,100
2026-06-22T10:00:26.2449629-07:00,1782147626244,28404699,10951549,28400000,50000,219,DRIVING,103,1000,1000,1000,128,2701,4607,11,11,0.75370,1.28680,0.12887,0.00681,365.879,321.516,365.904,2,2,0,100,100
2026-06-22T10:00:26.2449629-07:00,1782147626244,28454707,11001557,28450000,50000,220,DRIVING,105,1000,1000,1000,130,2703,4608,2,1,0.75426,1.28708,0.12929,0.00686,365.904,321.348,365.816,2,2,0,100,100
2026-06-22T10:00:26.2572896-07:00,1782147626257,28504717,11051567,28500000,50000,221,DRIVING,103,1000,1000,1000,128,2704,4608,1,0,0.75454,1.28708,0.12943,0.00687,365.816,321.179,365.788,2,2,0,100,100
