host_receive_iso,host_receive_unix_ms,robot_time_us,robot_elapsed_us,logical_elapsed_us,sample_period_us,sample,mode,s0,s1,s2,s3,s4,left_encoder_deg,right_encoder_deg,delta_left_encoder_deg,delta_right_encoder_deg,left_distance_m,right_distance_m,x_m,y_m,theta_deg,current_state,prev_state,lost_count,left_cmd_milli,right_cmd_milli
2026-06-22T09:31:51.3869642-07:00,1782145911386,18403964,901185,18400000,50000,18,DRIVING,92,1000,1000,1000,80,316,360,23,24,0.08378,0.09048,0.08701,0.00423,4.042,2,2,0,100,100
2026-06-22T09:31:51.3869642-07:00,1782145911386,18453972,951193,18450000,50000,19,DRIVING,96,1000,1000,1000,83,339,384,23,24,0.09020,0.09718,0.09356,0.00472,4.211,2,2,0,100,100
2026-06-22T09:31:51.4027061-07:00,1782145911402,18503973,1001194,18500000,50000,20,DRIVING,92,1000,1000,1000,82,361,408,22,24,0.09634,0.10388,0.09996,0.00522,4.547,2,2,0,100,100
2026-06-22T09:31:51.4187303-07:00,1782145911418,18553964,1051185,18550000,50000,21,DRIVING,93,1000,1000,1000,82,384,432,23,24,0.10276,0.11058,0.10650,0.00576,4.716,2,2,0,100,100
2026-06-22T09:31:51.4344960-07:00,1782145911434,18603974,1101195,18600000,50000,22,DRIVING,92,966,1000,1000,86,406,456,22,24,0.10891,0.11729,0.11290,0.00633,5.053,2,2,0,100,100
2026-06-22T09:31:51.4467426-07:00,1782145911446,18653958,1151179,18650000,50000,23,DRIVING,96,921,1000,1000,88,428,479,22,23,0.11505,0.12371,0.11915,0.00690,5.221,2,2,0,100,100
2026-06-22T09:31:51.4537070-07:00,1782145911453,18703963,1201184,18700000,50000,24,DRIVING,99,831,1000,1000,96,450,503,22,24,0.12120,0.13041,0.12555,0.00752,5.558,2,2,0,100,100
2026-06-22T09:31:51.4665968-07:00,1782145911466,18753970,1251191,18750000,50000,25,DRIVING,99,731,1000,1000,99,473,526,23,23,0.12762,0.13683,0.13194,0.00815,5.558,2,2,0,100,100
2026-06-22T09:31:51.4665968-07:00,1782145911466,18803973,1301194,18800000,50000,26,DRIVING,98,593,1000,1000,99,495,550,22,24,0.13376,0.14354,0.13833,0.00881,5.895,2,2,0,100,100
2026-06-22T09:31:51.4824556-07:00,1782145911482,18853965,1351186,18850000,50000,27,DRIVING,98,445,1000,1000,119,517,575,22,25,0.13991,0.15052,0.14485,0.00954,6.400,3,2,0,100,-100
2026-06-22T09:31:51.4984948-07:00,1782145911498,18903977,1401198,18900000,50000,28,DRIVING,52,709,1000,1000,44,540,573,23,-2,0.14633,0.14996,0.14778,0.00965,2.189,2,3,0,100,100
2026-06-22T09:31:51.5143012-07:00,1782145911514,18953972,1451193,18950000,50000,29,DRIVING,59,1000,1000,1000,46,565,580,25,7,0.15331,0.15191,0.15225,0.00958,-0.842,2,2,0,100,100
2026-06-22T09:31:51.5245923-07:00,1782145911524,19004020,1501241,19000000,50000,30,DRIVING,102,1000,1000,1000,82,587,599,22,19,0.15945,0.15722,0.15797,0.00945,-1.347,2,2,0,100,100
2026-06-22T09:31:51.5300556-07:00,1782145911530,19053974,1551195,19050000,50000,31,DRIVING,98,1000,1000,1000,85,608,620,21,21,0.16532,0.16308,0.16383,0.00931,-1.347,2,2,0,100,100
2026-06-22T09:31:51.5457431-07:00,1782145911545,19103971,1601192,19100000,50000,32,DRIVING,95,1000,1000,1000,82,630,642,22,22,0.17146,0.16923,0.16997,0.00917,-1.347,2,2,0,100,100
2026-06-22T09:31:51.5618206-07:00,1782145911561,19153965,1651186,19150000,50000,33,DRIVING,92,1000,1000,1000,85,652,665,22,23,0.17760,0.17565,0.17626,0.00904,-1.179,2,2,0,100,100
2026-06-22T09:31:51.5618206-07:00,1782145911561,19203971,1701192,19200000,50000,34,DRIVING,95,1000,1000,1000,83,675,689,23,24,0.18403,0.18235,0.18282,0.00892,-1.011,2,2,0,100,100
2026-06-22T09:31:51.5777290-07:00,1782145911577,19253967,1751188,19250000,50000,35,DRIVING,93,1000,1000,1000,80,698,713,23,24,0.19045,0.18905,0.18938,0.00882,-0.842,2,2,0,100,100
2026-06-22T09:31:51.5933673-07:00,1782145911593,19303967,1801188,19300000,50000,36,DRIVING,95,1000,1000,1000,82,720,737,22,24,0.19659,0.19576,0.19580,0.00877,-0.505,2,2,0,100,100
2026-06-22T09:31:51.6091957-07:00,1782145911609,19353970,1851191,19350000,50000,37,DRIVING,93,1000,1000,1000,80,742,761,22,24,0.20274,0.20246,0.20222,0.00875,-0.168,2,2,0,100,100
2026-06-22T09:31:51.6091957-07:00,1782145911609,19403966,1901187,19400000,50000,38,DRIVING,93,1000,1000,1000,82,765,785,23,24,0.20916,0.20916,0.20879,0.00875,0.000,2,2,0,100,100
2026-06-22T09:31:51.6246664-07:00,1782145911624,19453970,1951191,19450000,50000,39,DRIVING,96,1000,1000,1000,82,787,809,22,24,0.21530,0.21586,0.21521,0.00879,0.337,2,2,0,100,100
2026-06-22T09:31:51.6405514-07:00,1782145911640,19503965,2001186,19500000,50000,40,DRIVING,100,1000,1000,1000,89,809,832,22,23,0.22145,0.22229,0.22149,0.00884,0.505,2,2,0,100,100
2026-06-22T09:31:51.6562302-07:00,1782145911656,19553971,2051192,19550000,50000,41,DRIVING,100,1000,1000,1000,95,831,855,22,23,0.22759,0.22871,0.22777,0.00892,0.674,2,2,0,100,100
2026-06-22T09:31:51.6562302-07:00,1782145911656,19603974,2101195,19600000,50000,42,DRIVING,103,1000,1000,1000,96,853,879,22,24,0.23373,0.23541,0.23420,0.00903,1.011,2,2,0,100,100
2026-06-22T09:31:51.6722990-07:00,1782145911672,19653967,2151188,19650000,50000,43,DRIVING,103,1000,1000,1000,92,875,902,22,23,0.23988,0.24183,0.24048,0.00916,1.179,2,2,0,100,100
2026-06-22T09:31:51.6883486-07:00,1782145911688,19703975,2201196,19700000,50000,44,DRIVING,102,1000,1000,1000,91,898,927,23,25,0.24630,0.24881,0.24718,0.00934,1.516,2,2,0,100,100
2026-06-22T09:31:51.6883486-07:00,1782145911688,19753954,2251175,19750000,50000,45,DRIVING,98,1000,1000,1000,83,920,951,22,24,0.25244,0.25552,0.25360,0.00954,1.853,2,2,0,100,100
2026-06-22T09:31:51.7039958-07:00,1782145911703,19803970,2301191,19800000,50000,46,DRIVING,102,1000,1000,1000,89,943,975,23,24,0.25887,0.26222,0.26016,0.00978,2.021,2,2,0,100,100
2026-06-22T09:31:51.7249018-07:00,1782145911724,19853971,2351192,19850000,50000,47,DRIVING,99,1000,1000,1000,89,966,998,23,23,0.26529,0.26864,0.26657,0.01000,2.021,2,2,0,100,100
2026-06-22T09:31:51.7357573-07:00,1782145911735,19903962,2401183,19900000,50000,48,DRIVING,95,1000,1000,1000,91,988,1022,22,24,0.27143,0.27534,0.27299,0.01027,2.358,2,2,0,100,100
2026-06-22T09:31:51.7357573-07:00,1782145911735,19953977,2451198,19950000,50000,49,DRIVING,96,982,1000,1000,91,1011,1045,23,23,0.27786,0.28177,0.27941,0.01053,2.358,2,2,0,100,100
2026-06-22T09:31:51.7608246-07:00,1782145911760,20004013,2501234,20000000,50000,50,DRIVING,93,956,1000,1000,89,1034,1069,23,24,0.28428,0.28847,0.28597,0.01082,2.526,2,2,0,100,100
2026-06-22T09:31:51.7708397-07:00,1782145911770,20053977,2551198,20050000,50000,51,DRIVING,91,911,1000,1000,88,1056,1093,22,24,0.29042,0.29517,0.29238,0.01114,2.863,2,2,0,100,100
2026-06-22T09:31:51.7825003-07:00,1782145911782,20103970,2601191,20100000,50000,52,DRIVING,92,847,1000,1000,88,1079,1117,23,24,0.29685,0.30187,0.29893,0.01149,3.032,2,2,0,100,100
2026-06-22T09:31:51.7869722-07:00,1782145911786,20153959,2651180,20150000,50000,53,DRIVING,91,792,1000,1000,95,1101,1141,22,24,0.30299,0.30857,0.30535,0.01186,3.368,2,2,0,100,100
2026-06-22T09:31:51.8090028-07:00,1782145911809,20203963,2701184,20200000,50000,54,DRIVING,91,706,1000,1000,104,1123,1165,22,24,0.30913,0.31528,0.31175,0.01228,3.705,2,2,0,100,100
2026-06-22T09:31:51.8143512-07:00,1782145911814,20253959,2751180,20250000,50000,55,DRIVING,95,619,1000,1000,121,1145,1189,22,24,0.31528,0.32198,0.31816,0.01273,4.042,2,2,0,100,100
2026-06-22T09:31:51.8300197-07:00,1782145911830,20303968,2801189,20300000,50000,56,DRIVING,91,514,1000,1000,137,1167,1212,22,23,0.32142,0.32840,0.32443,0.01319,4.211,2,2,0,100,100
2026-06-22T09:31:51.8300197-07:00,1782145911830,20353969,2851190,20350000,50000,57,DRIVING,92,300,981,1000,147,1190,1235,23,23,0.32784,0.33482,0.33083,0.01367,4.211,3,2,0,100,-100
2026-06-22T09:31:51.8558922-07:00,1782145911855,20403969,2901190,20400000,50000,58,DRIVING,56,516,1000,1000,63,1212,1236,22,1,0.33399,0.33510,0.33404,0.01370,0.674,2,3,0,100,100
2026-06-22T09:31:51.8676511-07:00,1782145911867,20453970,2951191,20450000,50000,59,DRIVING,78,860,1000,1000,54,1236,1245,24,9,0.34069,0.33762,0.33865,0.01355,-1.853,2,2,0,100,100
2026-06-22T09:31:51.8797533-07:00,1782145911879,20503966,3001187,20500000,50000,60,DRIVING,95,819,1000,1000,72,1258,1264,22,19,0.34683,0.34292,0.34437,0.01332,-2.358,2,2,0,100,100
2026-06-22T09:31:51.8877683-07:00,1782145911887,20553964,3051185,20550000,50000,61,DRIVING,86,701,1000,1000,62,1279,1286,21,22,0.35270,0.34907,0.35037,0.01309,-2.189,2,2,0,100,100
2026-06-22T09:31:51.8933996-07:00,1782145911893,20603978,3101199,20600000,50000,62,DRIVING,75,535,1000,1000,59,1300,1309,21,23,0.35856,0.35549,0.35651,0.01289,-1.853,2,2,0,100,100
2026-06-22T09:31:51.9094105-07:00,1782145911909,20653960,3151181,20650000,50000,63,DRIVING,65,345,975,1000,82,1322,1332,22,23,0.36470,0.36191,0.36279,0.01271,-1.684,3,2,0,100,-100
2026-06-22T09:31:51.9273542-07:00,1782145911927,20703967,3201188,20700000,50000,64,DRIVING,28,460,993,1000,33,1345,1332,23,0,0.37113,0.36191,0.36599,0.01240,-5.558,3,3,0,100,-100
2026-06-22T09:31:51.9372369-07:00,1782145911937,20753971,3251192,20750000,50000,65,DRIVING,0,949,1000,1000,0,1370,1317,25,-15,0.37811,0.35772,0.36735,0.01210,-12.295,2,3,0,100,100
2026-06-22T09:31:51.9458631-07:00,1782145911945,20803953,3301174,20800000,50000,66,DRIVING,65,1000,1000,1000,59,1394,1319,24,2,0.38481,0.35828,0.37084,0.01110,-16.000,2,2,0,100,100
2026-06-22T09:31:51.9571069-07:00,1782145911957,20853975,3351196,20850000,50000,67,DRIVING,68,1000,1000,1000,57,1412,1332,18,13,0.38984,0.36191,0.37498,0.00984,-16.842,2,2,0,100,100
2026-06-22T09:31:51.9747435-07:00,1782145911974,20903972,3401193,20900000,50000,68,DRIVING,69,1000,1000,1000,59,1430,1350,18,18,0.39486,0.36694,0.37979,0.00839,-16.842,2,2,0,100,100
2026-06-22T09:31:51.9827597-07:00,1782145911982,20953962,3451183,20950000,50000,69,DRIVING,73,987,1000,1000,63,1449,1371,19,21,0.40017,0.37280,0.38515,0.00680,-16.505,2,2,0,100,100
2026-06-22T09:31:51.9984019-07:00,1782145911998,21004022,3501243,21000000,50000,70,DRIVING,81,814,1000,1000,70,1469,1392,20,21,0.40575,0.37867,0.39064,0.00519,-16.337,2,2,0,100,100
2026-06-22T09:31:52.0104292-07:00,1782145912010,21053966,3551187,21050000,50000,71,DRIVING,85,489,1000,1000,78,1489,1414,20,22,0.41134,0.38481,0.39628,0.00357,-16.000,3,2,0,100,-100
2026-06-22T09:31:52.0222009-07:00,1782145912022,21103979,3601200,21100000,50000,72,DRIVING,49,468,1000,1000,40,1509,1413,20,-1,0.41692,0.38453,0.39878,0.00269,-19.537,3,3,0,100,-100
2026-06-22T09:31:52.0340447-07:00,1782145912034,21153964,3651185,21150000,50000,73,DRIVING,21,951,1000,1000,7,1532,1398,23,-15,0.42335,0.38034,0.39978,0.00220,-25.937,2,3,0,100,100
2026-06-22T09:31:52.0460685-07:00,1782145912046,21203967,3701188,21200000,50000,74,DRIVING,88,1000,1000,1000,70,1554,1401,22,3,0.42949,0.38118,0.40283,0.00050,-29.137,2,2,0,100,100
2026-06-22T09:31:52.0517737-07:00,1782145912051,21253969,3751190,21250000,50000,75,DRIVING,81,1000,1000,1000,66,1569,1416,15,15,0.43368,0.38537,0.40649,-0.00154,-29.137,2,2,0,100,100
2026-06-22T09:31:52.0675447-07:00,1782145912067,21303969,3801190,21300000,50000,76,DRIVING,95,947,1000,1000,82,1587,1435,18,19,0.43871,0.39067,0.41101,-0.00404,-28.968,2,2,0,100,100
2026-06-22T09:31:52.0675447-07:00,1782145912067,21353968,3851189,21350000,50000,77,DRIVING,95,754,1000,1000,85,1606,1456,19,21,0.44401,0.39654,0.41591,-0.00672,-28.632,2,2,0,100,100
2026-06-22T09:31:52.0832371-07:00,1782145912083,21403959,3901180,21400000,50000,78,DRIVING,91,470,1000,1000,85,1626,1478,20,22,0.44960,0.40268,0.42108,-0.00950,-28.295,3,2,0,100,-100
2026-06-22T09:31:52.0992763-07:00,1782145912099,21453967,3951188,21450000,50000,79,DRIVING,62,591,1000,1000,54,1647,1477,21,-1,0.45546,0.40240,0.42345,-0.01098,-32.000,2,3,0,100,100
2026-06-22T09:31:52.1151008-07:00,1782145912115,21503974,4001195,21500000,50000,80,DRIVING,96,859,1000,1000,82,1670,1483,23,6,0.46188,0.40408,0.42677,-0.01329,-34.863,2,2,0,100,100
2026-06-22T09:31:52.1254171-07:00,1782145912125,21553970,4051191,21550000,50000,81,DRIVING,99,719,1000,1000,88,1689,1499,19,16,0.46719,0.40855,0.43075,-0.01612,-35.368,2,2,0,100,100
2026-06-22T09:31:52.1308603-07:00,1782145912130,21603970,4101191,21600000,50000,82,DRIVING,93,433,1000,1000,93,1708,1519,19,20,0.47250,0.41413,0.43520,-0.01926,-35.200,3,2,0,100,-100
2026-06-22T09:31:52.1542119-07:00,1782145912154,21653971,4151192,21650000,50000,83,DRIVING,55,516,1000,1000,52,1729,1517,21,-2,0.47836,0.41357,0.43726,-0.02093,-39.074,2,3,0,100,100
2026-06-22T09:31:52.1647320-07:00,1782145912164,21703972,4201193,21700000,50000,84,DRIVING,91,778,1000,1000,85,1752,1524,23,7,0.48478,0.41553,0.44039,-0.02372,-41.768,2,2,0,100,100
2026-06-22T09:31:52.1767596-07:00,1782145912176,21753961,4251182,21750000,50000,85,DRIVING,96,576,1000,1000,101,1771,1540,19,16,0.49009,0.42000,0.44400,-0.02701,-42.274,2,2,0,100,100
2026-06-22T09:31:52.1905306-07:00,1782145912190,21803967,4301188,21800000,50000,86,DRIVING,96,309,992,1000,134,1791,1559,20,19,0.49567,0.42530,0.44802,-0.03069,-42.442,3,2,0,100,-100
2026-06-22T09:31:52.2022957-07:00,1782145912202,21853968,4351189,21850000,50000,87,DRIVING,59,330,990,1000,76,1811,1557,20,-2,0.50126,0.42474,0.44976,-0.03250,-46.147,3,3,0,100,-100
2026-06-22T09:31:52.2099416-07:00,1782145912209,21903964,4401185,21900000,50000,88,DRIVING,38,915,1000,1000,30,1835,1541,24,-16,0.50796,0.42028,0.45044,-0.03339,-52.884,2,3,0,100,100
2026-06-22T09:31:52.2252533-07:00,1782145912225,21953963,4451184,21950000,50000,89,DRIVING,103,1000,1000,1000,93,1857,1545,22,4,0.51410,0.42139,0.45247,-0.03640,-55.916,2,2,0,100,100
2026-06-22T09:31:52.2252533-07:00,1782145912225,22004019,4501240,22000000,50000,90,DRIVING,108,1000,1000,1000,93,1873,1559,16,14,0.51857,0.42530,0.45480,-0.03988,-56.253,2,2,0,100,100
2026-06-22T09:31:52.2412029-07:00,1782145912241,22053981,4551202,22050000,50000,91,DRIVING,108,1000,1000,1000,96,1891,1578,18,19,0.52360,0.43061,0.45768,-0.04417,-56.084,2,2,0,100,100
2026-06-22T09:31:52.2571541-07:00,1782145912257,22103965,4601186,22100000,50000,92,DRIVING,112,814,1000,1000,101,1910,1599,19,21,0.52890,0.43647,0.46082,-0.04878,-55.747,2,2,0,100,100
2026-06-22T09:31:52.2730037-07:00,1782145912273,22153970,4651191,22150000,50000,93,DRIVING,103,392,1000,1000,109,1930,1621,20,22,0.53449,0.44262,0.46415,-0.05361,-55.411,3,2,0,100,-100
2026-06-22T09:31:52.2730037-07:00,1782145912273,22203969,4701190,22200000,50000,94,DRIVING,69,356,996,1000,65,1952,1621,22,0,0.54063,0.44262,0.46573,-0.05625,-59.116,3,3,0,100,-100
2026-06-22T09:31:52.2886755-07:00,1782145912288,22253968,4751189,22250000,50000,95,DRIVING,51,922,1000,1000,33,1975,1606,23,-15,0.54706,0.43843,0.46619,-0.05726,-65.516,2,3,0,100,100
2026-06-22T09:31:52.3047214-07:00,1782145912304,22303976,4801197,22300000,50000,96,DRIVING,118,1000,1000,1000,96,1999,1608,24,2,0.55376,0.43899,0.46748,-0.06066,-69.221,2,2,0,100,100
2026-06-22T09:31:52.3208254-07:00,1782145912320,22353969,4851190,22350000,50000,97,DRIVING,110,1000,1000,1000,88,2016,1623,17,15,0.55851,0.44317,0.46904,-0.06484,-69.558,2,2,0,100,100
2026-06-22T09:31:52.3341413-07:00,1782145912334,22403971,4901192,22400000,50000,98,DRIVING,102,939,1000,1000,86,2035,1642,19,19,0.56381,0.44848,0.47089,-0.06982,-69.558,2,2,0,100,100
2026-06-22T09:31:52.3462132-07:00,1782145912346,22453968,4951189,22450000,50000,99,DRIVING,99,629,1000,1000,85,2055,1664,20,22,0.56940,0.45462,0.47297,-0.07530,-69.221,2,2,0,100,100
2026-06-22T09:31:52.3558155-07:00,1782145912355,22503965,5001186,22500000,50000,100,DRIVING,95,303,981,1000,95,2077,1687,22,23,0.57554,0.46105,0.47522,-0.08117,-69.053,3,2,0,100,-100
2026-06-22T09:31:52.3682373-07:00,1782145912368,22553964,5051185,22550000,50000,101,DRIVING,55,336,989,1000,53,2099,1685,22,-2,0.58168,0.46049,0.47603,-0.08384,-73.095,3,3,0,100,-100
2026-06-22T09:31:52.3682373-07:00,1782145912368,22603972,5101193,22600000,50000,102,DRIVING,21,942,1000,1000,7,2123,1669,24,-16,0.58839,0.45602,0.47623,-0.08494,-79.832,2,3,0,100,100
2026-06-22T09:31:52.3842744-07:00,1782145912384,22653970,5151191,22650000,50000,103,DRIVING,95,1000,1000,1000,78,2147,1672,24,3,0.59509,0.45686,0.47667,-0.08868,-83.368,2,2,0,100,100
2026-06-22T09:31:52.4000467-07:00,1782145912400,22703968,5201189,22700000,50000,104,DRIVING,95,1000,1000,1000,76,2164,1686,17,14,0.59983,0.46077,0.47713,-0.09299,-83.874,2,2,0,100,100
2026-06-22T09:31:52.4158841-07:00,1782145912415,22753961,5251182,22750000,50000,105,DRIVING,95,1000,1000,1000,82,2183,1705,19,19,0.60514,0.46607,0.47769,-0.09826,-83.874,2,2,0,100,100
2026-06-22T09:31:52.4314408-07:00,1782145912431,22803971,5301192,22800000,50000,106,DRIVING,96,983,1000,1000,85,2203,1726,20,21,0.61073,0.47194,0.47832,-0.10395,-83.705,2,2,0,100,100
2026-06-22T09:31:52.4438112-07:00,1782145912443,22853965,5351186,22850000,50000,107,DRIVING,95,782,1000,1000,92,2223,1748,20,22,0.61631,0.47808,0.47900,-0.10978,-83.368,2,2,0,100,100
2026-06-22T09:31:52.4553189-07:00,1782145912455,22903967,5401188,22900000,50000,108,DRIVING,92,393,1000,1000,151,2243,1770,20,22,0.62190,0.48422,0.47971,-0.11560,-83.032,3,2,0,100,-100
2026-06-22T09:31:52.4673342-07:00,1782145912467,22953976,5451197,22950000,50000,109,DRIVING,56,388,1000,1000,95,2265,1770,22,0,0.62804,0.48422,0.47988,-0.11866,-86.737,3,3,0,100,-100
2026-06-22T09:31:52.4792869-07:00,1782145912479,23004022,5501243,23000000,50000,110,DRIVING,25,957,1000,1000,18,2289,1754,24,-16,0.63474,0.47976,0.47982,-0.11978,-93.474,2,3,0,100,100
2026-06-22T09:31:52.4792869-07:00,1782145912479,23053978,5551199,23050000,50000,111,DRIVING,108,1000,1000,1000,93,2312,1757,23,3,0.64116,0.48059,0.47938,-0.12338,-96.842,2,2,0,100,100
2026-06-22T09:31:52.4949294-07:00,1782145912494,23103972,5601193,23100000,50000,112,DRIVING,105,1000,1000,1000,86,2329,1771,17,14,0.64591,0.48450,0.47883,-0.12768,-97.347,2,2,0,100,100
2026-06-22T09:31:52.5137278-07:00,1782145912513,23153969,5651190,23150000,50000,113,DRIVING,99,1000,1000,1000,86,2348,1790,19,19,0.65122,0.48981,0.47815,-0.13294,-97.347,2,2,0,100,100
2026-06-22T09:31:52.5256893-07:00,1782145912525,23203965,5701186,23200000,50000,114,DRIVING,102,977,1000,1000,95,2368,1811,20,21,0.65680,0.49567,0.47744,-0.13862,-97.179,2,2,0,100,100
2026-06-22T09:31:52.5414657-07:00,1782145912541,23253976,5751197,23250000,50000,115,DRIVING,99,750,1000,1000,140,2389,1833,21,22,0.66267,0.50182,0.47670,-0.14458,-97.011,2,2,0,100,100
2026-06-22T09:31:52.5414657-07:00,1782145912541,23303973,5801194,23300000,50000,116,DRIVING,93,309,1000,1000,445,2410,1856,21,23,0.66853,0.50824,0.47599,-0.15068,-96.674,3,2,0,100,-100
2026-06-22T09:31:52.5629417-07:00,1782145912562,23353980,5851201,23350000,50000,117,DRIVING,56,255,1000,1000,290,2432,1856,22,0,0.67467,0.50824,0.47544,-0.15370,-100.379,3,3,0,100,-100
2026-06-22T09:31:52.5734554-07:00,1782145912573,23403966,5901187,23400000,50000,118,DRIVING,28,850,1000,1000,27,2456,1841,24,-15,0.68138,0.50405,0.47507,-0.15490,-106.947,2,3,0,100,100
2026-06-22T09:31:52.5892371-07:00,1782145912589,23453967,5951188,23450000,50000,119,DRIVING,103,1000,1000,1000,92,2480,1844,24,3,0.68808,0.50489,0.47375,-0.15843,-110.484,2,2,0,100,100
2026-06-22T09:31:52.6019871-07:00,1782145912601,23503966,6001187,23500000,50000,120,DRIVING,95,1000,1000,1000,83,2497,1858,17,14,0.69283,0.50880,0.47220,-0.16248,-110.989,2,2,0,100,100
2026-06-22T09:31:52.6090011-07:00,1782145912609,23553968,6051189,23550000,50000,121,DRIVING,93,944,1000,1000,86,2515,1877,18,19,0.69785,0.51410,0.47036,-0.16730,-110.821,2,2,0,100,100
2026-06-22T09:31:52.6258327-07:00,1782145912625,23603973,6101194,23600000,50000,122,DRIVING,93,787,1000,1000,99,2535,1899,20,22,0.70344,0.52025,0.46831,-0.17280,-110.484,2,2,0,100,100
2026-06-22T09:31:52.6368014-07:00,1782145912636,23653960,6151181,23650000,50000,123,DRIVING,95,491,1000,1000,158,2555,1920,20,21,0.70902,0.52611,0.46633,-0.17817,-110.316,3,2,0,100,-100
2026-06-22T09:31:52.6368014-07:00,1782145912636,23703973,6201194,23700000,50000,124,DRIVING,62,559,1000,1000,85,2577,1919,22,-1,0.71517,0.52583,0.46512,-0.18084,-114.189,2,3,0,100,100
2026-06-22T09:31:52.6525317-07:00,1782145912652,23753974,6251195,23750000,50000,125,DRIVING,95,832,1000,1000,95,2600,1925,23,6,0.72159,0.52751,0.46328,-0.18445,-117.053,2,2,0,100,100
2026-06-22T09:31:52.6682710-07:00,1782145912668,23803969,6301190,23800000,50000,126,DRIVING,100,689,1000,1000,102,2619,1942,19,17,0.72690,0.53226,0.46097,-0.18891,-117.389,2,2,0,100,100
