host_receive_iso,host_receive_unix_ms,robot_time_us,robot_elapsed_us,logical_elapsed_us,sample_period_us,sample,mode,s0,s1,s2,s3,s4,left_encoder_deg,right_encoder_deg,delta_left_encoder_deg,delta_right_encoder_deg,left_distance_m,right_distance_m,x_m,y_m,theta_deg,current_state,prev_state,lost_count,left_cmd_milli,right_cmd_milli
2026-06-22T09:31:52.6878183-07:00,1782145912687,23853960,6351181,23850000,50000,127,DRIVING,100,402,1000,1000,104,2638,1961,19,19,0.73220,0.53756,0.45853,-0.19362,-117.389,3,2,0,100,-100
2026-06-22T09:31:52.6898188-07:00,1782145912689,23903978,6401199,23900000,50000,128,DRIVING,61,460,1000,1000,59,2659,1960,21,-1,0.73807,0.53728,0.45709,-0.19601,-121.095,3,3,0,100,-100
2026-06-22T09:31:52.7054625-07:00,1782145912705,23953969,6451190,23950000,50000,129,DRIVING,35,988,1000,1000,24,2682,1946,23,-14,0.74449,0.53337,0.45632,-0.19701,-127.326,2,3,0,100,100
2026-06-22T09:31:52.7211283-07:00,1782145912721,24004030,6501251,24000000,50000,130,DRIVING,110,1000,1000,1000,96,2705,1949,23,3,0.75091,0.53421,0.45396,-0.19976,-130.695,2,2,0,100,100
2026-06-22T09:31:52.7369202-07:00,1782145912736,24053971,6551192,24050000,50000,131,DRIVING,95,1000,1000,1000,76,2722,1964,17,15,0.75566,0.53840,0.45102,-0.20314,-131.032,2,2,0,100,100
2026-06-22T09:31:52.7369202-07:00,1782145912736,24103972,6601193,24100000,50000,132,DRIVING,98,1000,1000,1000,82,2740,1984,18,20,0.76068,0.54398,0.44756,-0.20716,-130.695,2,2,0,100,100
2026-06-22T09:31:52.7525792-07:00,1782145912752,24153970,6651191,24150000,50000,133,DRIVING,96,883,1000,1000,80,2760,2006,20,22,0.76627,0.55013,0.44377,-0.21163,-130.358,2,2,0,100,100
2026-06-22T09:31:52.7728341-07:00,1782145912772,24203966,6701187,24200000,50000,134,DRIVING,93,551,1000,1000,88,2781,2029,21,23,0.77213,0.55655,0.43982,-0.21633,-130.021,2,2,0,100,100
2026-06-22T09:31:52.7841156-07:00,1782145912784,24253973,6751194,24250000,50000,135,DRIVING,88,237,947,1000,154,2803,2052,22,23,0.77828,0.56297,0.43579,-0.22116,-129.853,3,2,0,100,-100
2026-06-22T09:31:52.7867390-07:00,1782145912786,24303969,6801190,24300000,50000,136,DRIVING,56,204,936,1000,101,2824,2052,21,0,0.78414,0.56297,0.43378,-0.22329,-133.389,3,3,0,100,-100
2026-06-22T09:31:52.7997956-07:00,1782145912799,24353971,6851192,24350000,50000,137,DRIVING,32,791,1000,1000,17,2848,2036,24,-16,0.79084,0.55851,0.43292,-0.22400,-140.126,2,3,0,100,100
2026-06-22T09:31:52.8155760-07:00,1782145912815,24403974,6901195,24400000,50000,138,DRIVING,95,1000,1000,1000,76,2872,2039,24,3,0.79755,0.55934,0.42988,-0.22624,-143.663,2,2,0,100,100
2026-06-22T09:31:52.8312059-07:00,1782145912831,24453969,6951190,24450000,50000,139,DRIVING,78,1000,1000,1000,62,2889,2053,17,14,0.80229,0.56325,0.42637,-0.22877,-144.168,2,2,0,100,100
2026-06-22T09:31:52.8468489-07:00,1782145912846,24503960,7001181,24500000,50000,140,DRIVING,82,854,1000,1000,67,2907,2073,18,20,0.80732,0.56884,0.42209,-0.23190,-143.832,2,2,0,100,100
2026-06-22T09:31:52.8468489-07:00,1782145912846,24553976,7051197,24550000,50000,141,DRIVING,76,575,1000,1000,73,2927,2094,20,21,0.81290,0.57470,0.41748,-0.23529,-143.663,2,2,0,100,100
2026-06-22T09:31:52.8704106-07:00,1782145912870,24603973,7101194,24600000,50000,142,DRIVING,72,313,995,1000,111,2947,2116,20,22,0.81849,0.58085,0.41277,-0.23880,-143.326,3,2,0,100,-100
2026-06-22T09:31:52.8785968-07:00,1782145912878,24653974,7151195,24650000,50000,143,DRIVING,44,411,1000,1000,56,2969,2116,22,0,0.82463,0.58085,0.41020,-0.24047,-147.032,3,3,0,100,-100
2026-06-22T09:31:52.8960793-07:00,1782145912896,24703967,7201188,24700000,50000,144,DRIVING,42,988,1000,1000,24,2992,2101,23,-15,0.83106,0.57666,0.40920,-0.24097,-153.432,2,3,0,100,100
2026-06-22T09:31:52.8960793-07:00,1782145912896,24753970,7251191,24750000,50000,145,DRIVING,75,1000,1000,1000,57,3013,2102,21,1,0.83692,0.57694,0.40637,-0.24218,-156.800,2,2,0,100,100
2026-06-22T09:31:52.9102110-07:00,1782145912910,24803976,7301197,24800000,50000,146,DRIVING,85,1000,1000,1000,60,3030,2114,17,12,0.84167,0.58029,0.40263,-0.24372,-157.642,2,2,0,100,100
2026-06-22T09:31:52.9262243-07:00,1782145912926,24853960,7351181,24850000,50000,147,DRIVING,89,1000,1000,1000,69,3048,2132,18,18,0.84669,0.58531,0.39798,-0.24563,-157.642,2,2,0,100,100
2026-06-22T09:31:52.9419254-07:00,1782145912941,24903971,7401192,24900000,50000,148,DRIVING,91,1000,1000,1000,66,3067,2151,19,19,0.85200,0.59062,0.39307,-0.24765,-157.642,2,2,0,100,100
2026-06-22T09:31:52.9419254-07:00,1782145912941,24953968,7451189,24950000,50000,149,DRIVING,96,1000,1000,1000,70,3086,2173,19,22,0.85731,0.59676,0.38780,-0.24987,-157.137,2,2,0,100,100
2026-06-22T09:31:52.9623119-07:00,1782145912962,25004021,7501242,25000000,50000,150,DRIVING,68,1000,1000,1000,46,3104,2192,18,19,0.86233,0.60207,0.38305,-0.25189,-156.968,2,2,0,100,100
2026-06-22T09:31:52.9813942-07:00,1782145912981,25053970,7551191,25050000,50000,151,DRIVING,32,1000,1000,1000,14,3123,2212,19,20,0.86764,0.60765,0.37804,-0.25404,-156.800,2,2,0,100,100
2026-06-22T09:31:52.9930642-07:00,1782145912993,25103973,7601194,25100000,50000,152,DRIVING,78,1000,1000,1000,56,3145,2235,22,23,0.87378,0.61408,0.37227,-0.25653,-156.632,2,2,0,100,100
2026-06-22T09:31:53.0052632-07:00,1782145913005,25153968,7651189,25150000,50000,153,DRIVING,95,1000,1000,1000,80,3166,2256,21,21,0.87965,0.61994,0.36689,-0.25886,-156.632,2,2,0,100,100
2026-06-22T09:31:53.0139037-07:00,1782145913013,25203967,7701188,25200000,50000,154,DRIVING,99,1000,1000,1000,85,3185,2277,19,21,0.88495,0.62581,0.36178,-0.26110,-156.295,2,2,0,100,100
2026-06-22T09:31:53.0264107-07:00,1782145913026,25253964,7751185,25250000,50000,155,DRIVING,100,1000,1000,1000,88,3205,2297,20,20,0.89054,0.63139,0.35666,-0.26335,-156.295,2,2,0,100,100
2026-06-22T09:31:53.0368555-07:00,1782145913036,25303971,7801192,25300000,50000,156,DRIVING,96,1000,1000,1000,89,3225,2318,20,21,0.89612,0.63725,0.35143,-0.26566,-156.126,2,2,0,100,100
2026-06-22T09:31:53.0524991-07:00,1782145913052,25353964,7851185,25350000,50000,157,DRIVING,95,1000,1000,1000,80,3244,2339,19,21,0.90143,0.64312,0.34633,-0.26795,-155.790,2,2,0,100,100
2026-06-22T09:31:53.0524991-07:00,1782145913052,25403964,7901185,25400000,50000,158,DRIVING,95,1000,1000,1000,78,3264,2361,20,22,0.90701,0.64926,0.34100,-0.27039,-155.453,2,2,0,100,100
2026-06-22T09:31:53.0681871-07:00,1782145913068,25453966,7951187,25450000,50000,159,DRIVING,95,1000,1000,1000,79,3283,2383,19,22,0.91232,0.65541,0.33581,-0.27281,-154.947,2,2,0,100,100
2026-06-22T09:31:53.0841530-07:00,1782145913084,25503966,8001187,25500000,50000,160,DRIVING,99,1000,1000,1000,78,3303,2404,20,21,0.91790,0.66127,0.33063,-0.27525,-154.779,2,2,0,100,100
2026-06-22T09:31:53.1000327-07:00,1782145913100,25553977,8051198,25550000,50000,161,DRIVING,98,983,1000,1000,85,3323,2425,20,21,0.92349,0.66713,0.32546,-0.27771,-154.611,2,2,0,100,100
2026-06-22T09:31:53.1160854-07:00,1782145913116,25603967,8101188,25600000,50000,162,DRIVING,102,967,1000,1000,89,3343,2446,20,21,0.92907,0.67300,0.32030,-0.28018,-154.442,2,2,0,100,100
2026-06-22T09:31:53.1266655-07:00,1782145913126,25653977,8151198,25650000,50000,163,DRIVING,102,922,1000,1000,89,3362,2467,19,21,0.93438,0.67886,0.31527,-0.28262,-154.105,2,2,0,100,100
2026-06-22T09:31:53.1321147-07:00,1782145913132,25703969,8201190,25700000,50000,164,DRIVING,105,848,1000,1000,95,3382,2488,20,21,0.93997,0.68473,0.31013,-0.28513,-153.937,2,2,0,100,100
2026-06-22T09:31:53.1478782-07:00,1782145913147,25753972,8251193,25750000,50000,165,DRIVING,100,756,1000,1000,102,3401,2509,19,21,0.94527,0.69059,0.30513,-0.28762,-153.600,2,2,0,100,100
2026-06-22T09:31:53.1635436-07:00,1782145913163,25803978,8301199,25800000,50000,166,DRIVING,98,645,1000,1000,112,3421,2530,20,21,0.95086,0.69646,0.30001,-0.29018,-153.432,2,2,0,100,100
2026-06-22T09:31:53.1635436-07:00,1782145913163,25853966,8351187,25850000,50000,167,DRIVING,99,550,1000,1000,124,3442,2552,21,22,0.95672,0.70260,0.29465,-0.29288,-153.263,2,2,0,100,100
2026-06-22T09:31:53.1852826-07:00,1782145913185,25903969,8401190,25900000,50000,168,DRIVING,99,448,1000,1000,140,3461,2573,19,21,0.96203,0.70846,0.28967,-0.29542,-152.926,3,2,0,100,-100
2026-06-22T09:31:53.1953169-07:00,1782145913195,25953965,8451186,25950000,50000,169,DRIVING,66,729,1000,1000,69,3483,2572,22,-1,0.96817,0.70819,0.28698,-0.29657,-156.800,2,3,0,100,100
2026-06-22T09:31:53.2109593-07:00,1782145913210,26004010,8501231,26000000,50000,170,DRIVING,98,1000,1000,1000,83,3506,2577,23,5,0.97459,0.70958,0.28331,-0.29792,-159.832,2,2,0,100,100
2026-06-22T09:31:53.2264951-07:00,1782145913226,26053970,8551191,26050000,50000,171,DRIVING,98,1000,1000,1000,82,3524,2592,18,15,0.97962,0.71377,0.27897,-0.29947,-160.337,2,2,0,100,100
2026-06-22T09:31:53.2264951-07:00,1782145913226,26103974,8601195,26100000,50000,172,DRIVING,98,1000,1000,1000,88,3542,2611,18,19,0.98465,0.71908,0.27411,-0.30123,-160.168,2,2,0,100,100
2026-06-22T09:31:53.2426035-07:00,1782145913242,26153957,8651178,26150000,50000,173,DRIVING,98,1000,1000,1000,88,3562,2631,20,20,0.99023,0.72466,0.26885,-0.30312,-160.168,2,2,0,100,100
2026-06-22T09:31:53.2583666-07:00,1782145913258,26203968,8701189,26200000,50000,174,DRIVING,99,1000,1000,1000,88,3582,2651,20,20,0.99582,0.73025,0.26360,-0.30502,-160.168,2,2,0,100,100
2026-06-22T09:31:53.2741116-07:00,1782145913274,26253964,8751185,26250000,50000,175,DRIVING,99,1000,1000,1000,89,3602,2672,20,21,1.00140,0.73611,0.25822,-0.30697,-160.000,2,2,0,100,100
2026-06-22T09:31:53.2788477-07:00,1782145913278,26303964,8801185,26300000,50000,176,DRIVING,98,1000,1000,1000,86,3621,2693,19,21,1.00671,0.74197,0.25298,-0.30891,-159.663,2,2,0,100,100
2026-06-22T09:31:53.2899437-07:00,1782145913289,26353967,8851188,26350000,50000,177,DRIVING,98,1000,1000,1000,83,3640,2714,19,21,1.01201,0.74784,0.24776,-0.31089,-159.326,2,2,0,100,100
2026-06-22T09:31:53.3059490-07:00,1782145913305,26403974,8901195,26400000,50000,178,DRIVING,99,1000,1000,1000,82,3659,2736,19,22,1.01732,0.75398,0.24242,-0.31295,-158.821,2,2,0,100,100
2026-06-22T09:31:53.3218355-07:00,1782145913321,26453967,8951188,26450000,50000,179,DRIVING,99,1000,1000,1000,82,3679,2757,20,21,1.02290,0.75985,0.23709,-0.31504,-158.653,2,2,0,100,100
2026-06-22T09:31:53.3267866-07:00,1782145913326,26503973,9001194,26500000,50000,180,DRIVING,99,1000,1000,1000,85,3699,2778,20,21,1.02849,0.76571,0.23176,-0.31714,-158.484,2,2,0,100,100
2026-06-22T09:31:53.3376091-07:00,1782145913337,26553970,9051191,26550000,50000,181,DRIVING,105,1000,1000,1000,88,3718,2799,19,21,1.03379,0.77158,0.22658,-0.31922,-158.147,2,2,0,100,100
2026-06-22T09:31:53.3535087-07:00,1782145913353,26603971,9101192,26600000,50000,182,DRIVING,105,1000,1000,1000,85,3738,2819,20,20,1.03938,0.77716,0.22140,-0.32130,-158.147,2,2,0,100,100
2026-06-22T09:31:53.3693923-07:00,1782145913369,26653957,9151178,26650000,50000,183,DRIVING,108,1000,1000,1000,86,3758,2841,20,22,1.04496,0.78330,0.21597,-0.32351,-157.811,2,2,0,100,100
2026-06-22T09:31:53.3851247-07:00,1782145913385,26703964,9201185,26700000,50000,184,DRIVING,102,996,1000,1000,86,3778,2861,20,20,1.05055,0.78889,0.21079,-0.32562,-157.811,2,2,0,100,100
2026-06-22T09:31:53.3851247-07:00,1782145913385,26753967,9251188,26750000,50000,185,DRIVING,103,1000,1000,1000,83,3797,2883,19,22,1.05586,0.79503,0.20551,-0.32783,-157.305,2,2,0,100,100
2026-06-22T09:31:53.4010715-07:00,1782145913401,26803970,9301191,26800000,50000,186,DRIVING,102,1000,1000,1000,85,3817,2904,20,21,1.06144,0.80090,0.20024,-0.33005,-157.137,2,2,0,100,100
2026-06-22T09:31:53.4169991-07:00,1782145913416,26853963,9351184,26850000,50000,187,DRIVING,99,1000,1000,1000,85,3837,2925,20,21,1.06703,0.80676,0.19497,-0.33229,-156.969,2,2,0,100,100
2026-06-22T09:31:53.4329506-07:00,1782145913432,26903967,9401188,26900000,50000,188,DRIVING,95,1000,1000,1000,82,3858,2946,21,21,1.07289,0.81263,0.18957,-0.33459,-156.969,2,2,0,100,100
2026-06-22T09:31:53.4329506-07:00,1782145913432,26953971,9451192,26950000,50000,189,DRIVING,98,1000,1000,1000,86,3878,2967,20,21,1.07847,0.81849,0.18431,-0.33684,-156.800,2,2,0,100,100
2026-06-22T09:31:53.4490569-07:00,1782145913449,27004022,9501243,27000000,50000,190,DRIVING,99,1000,1000,1000,89,3898,2987,20,20,1.08406,0.82408,0.17918,-0.33904,-156.800,2,2,0,100,100
2026-06-22T09:31:53.4650656-07:00,1782145913465,27053969,9551190,27050000,50000,191,DRIVING,100,1000,1000,1000,91,3918,3008,20,21,1.08964,0.82994,0.17392,-0.34131,-156.632,2,2,0,100,100
2026-06-22T09:31:53.4811873-07:00,1782145913481,27103975,9601196,27100000,50000,192,DRIVING,102,1000,1000,1000,95,3938,3028,20,20,1.09523,0.83552,0.16880,-0.34353,-156.632,2,2,0,100,100
2026-06-22T09:31:53.4969306-07:00,1782145913496,27153962,9651183,27150000,50000,193,DRIVING,98,1000,1000,1000,91,3957,3049,19,21,1.10054,0.84139,0.16368,-0.34577,-156.295,2,2,0,100,100
2026-06-22T09:31:53.4969306-07:00,1782145913496,27203976,9701197,27200000,50000,194,DRIVING,95,963,1000,1000,88,3977,3071,20,22,1.10612,0.84753,0.15833,-0.34816,-155.958,2,2,0,100,100
2026-06-22T09:31:53.5128249-07:00,1782145913512,27253965,9751186,27250000,50000,195,DRIVING,96,913,1000,1000,83,3996,3092,19,21,1.11143,0.85340,0.15324,-0.35047,-155.621,2,2,0,100,100
2026-06-22T09:31:53.5324463-07:00,1782145913532,27303966,9801187,27300000,50000,196,DRIVING,98,880,1000,1000,85,4016,3114,20,22,1.11701,0.85954,0.14791,-0.35292,-155.284,2,2,0,100,100
2026-06-22T09:31:53.5334430-07:00,1782145913533,27353966,9851187,27350000,50000,197,DRIVING,91,827,1000,1000,91,4035,3134,19,20,1.12232,0.86513,0.14297,-0.35521,-155.116,2,2,0,100,100
2026-06-22T09:31:53.5492478-07:00,1782145913549,27403978,9901199,27400000,50000,198,DRIVING,95,788,1000,1000,98,4055,3155,20,21,1.12790,0.87099,0.13779,-0.35763,-154.947,2,2,0,100,100
2026-06-22T09:31:53.5650903-07:00,1782145913565,27453974,9951195,27450000,50000,199,DRIVING,100,729,1000,1000,106,4074,3176,19,21,1.13321,0.87685,0.13274,-0.36003,-154.611,2,2,0,100,100
2026-06-22T09:31:53.5808335-07:00,1782145913580,27503971,10001192,27500000,50000,200,DRIVING,96,650,1000,1000,117,4094,3196,20,20,1.13879,0.88244,0.12769,-0.36242,-154.611,2,2,0,100,100
2026-06-22T09:31:53.5808335-07:00,1782145913580,27553957,10051178,27550000,50000,201,DRIVING,105,573,1000,1000,128,4113,3217,19,21,1.14410,0.88830,0.12266,-0.36485,-154.274,2,2,0,100,100
2026-06-22T09:31:53.5964943-07:00,1782145913596,27603966,10101187,27600000,50000,202,DRIVING,95,485,1000,1000,144,4133,3238,20,21,1.14968,0.89417,0.11751,-0.36735,-154.105,3,2,0,100,-100
2026-06-22T09:31:53.6125101-07:00,1782145913612,27653977,10151198,27650000,50000,203,DRIVING,68,775,1000,1000,70,4154,3237,21,-1,1.15555,0.89389,0.11493,-0.36840,-157.811,2,3,0,100,100
2026-06-22T09:31:53.6285695-07:00,1782145913628,27703976,10201197,27700000,50000,204,DRIVING,103,1000,1000,1000,91,4177,3242,23,5,1.16197,0.89528,0.11123,-0.36969,-160.842,2,2,0,100,100
2026-06-22T09:31:53.6285695-07:00,1782145913628,27753963,10251184,27750000,50000,205,DRIVING,99,1000,1000,1000,85,4195,3257,18,15,1.16700,0.89947,0.10687,-0.37116,-161.348,2,2,0,100,100
2026-06-22T09:31:53.6444018-07:00,1782145913644,27803965,10301186,27800000,50000,206,DRIVING,93,1000,1000,1000,78,4213,3276,18,19,1.17202,0.90478,0.10198,-0.37283,-161.179,2,2,0,100,100
2026-06-22T09:31:53.6600583-07:00,1782145913660,27853976,10351197,27850000,50000,207,DRIVING,95,1000,1000,1000,80,4233,3296,20,20,1.17761,0.91036,0.09669,-0.37463,-161.179,2,2,0,100,100
2026-06-22T09:31:53.6757441-07:00,1782145913675,27903966,10401187,27900000,50000,208,DRIVING,92,1000,1000,1000,80,4252,3316,19,20,1.18291,0.91595,0.09154,-0.37640,-161.011,2,2,0,100,100
2026-06-22T09:31:53.6918638-07:00,1782145913691,27953968,10451189,27950000,50000,209,DRIVING,98,1000,1000,1000,85,4272,3337,20,21,1.18850,0.92181,0.08614,-0.37828,-160.842,2,2,0,100,100
2026-06-22T09:31:53.6918638-07:00,1782145913691,28004014,10501235,28000000,50000,210,DRIVING,99,1000,1000,1000,88,4291,3357,19,20,1.19381,0.92740,0.08100,-0.38008,-160.674,2,2,0,100,100
2026-06-22T09:31:53.7160187-07:00,1782145913716,28053974,10551195,28050000,50000,211,DRIVING,102,1000,1000,1000,92,4311,3378,20,21,1.19939,0.93326,0.07560,-0.38199,-160.505,2,2,0,100,100
2026-06-22T09:31:53.7308310-07:00,1782145913730,28103957,10601178,28100000,50000,212,DRIVING,100,1000,1000,1000,89,4330,3398,19,20,1.20470,0.93885,0.07047,-0.38382,-160.337,2,2,0,100,100
2026-06-22T09:31:53.7429676-07:00,1782145913742,28153967,10651188,28150000,50000,213,DRIVING,95,1000,1000,1000,85,4350,3419,20,21,1.21028,0.94471,0.06509,-0.38577,-160.169,2,2,0,100,100
2026-06-22T09:31:53.7429676-07:00,1782145913742,28203964,10701185,28200000,50000,214,DRIVING,106,1000,1000,1000,83,4369,3441,19,22,1.21559,0.95086,0.05972,-0.38776,-159.663,2,2,0,100,100
2026-06-22T09:31:53.7642652-07:00,1782145913764,28253968,10751189,28250000,50000,215,DRIVING,109,1000,1000,1000,82,4388,3462,19,21,1.22089,0.95672,0.05449,-0.38973,-159.326,2,2,0,100,100
2026-06-22T09:31:53.7713771-07:00,1782145913771,28303968,10801189,28300000,50000,216,DRIVING,102,1000,1000,1000,80,4407,3482,19,20,1.22620,0.96231,0.04941,-0.39166,-159.158,2,2,0,100,100
2026-06-22T09:31:53.7874115-07:00,1782145913787,28353962,10851183,28350000,50000,217,DRIVING,103,1000,1000,1000,82,4426,3503,19,21,1.23150,0.96817,0.04420,-0.39368,-158.821,2,2,0,100,100
2026-06-22T09:31:53.8034218-07:00,1782145913803,28403975,10901196,28400000,50000,218,DRIVING,102,1000,1000,1000,88,4446,3524,20,21,1.23709,0.97403,0.03887,-0.39577,-158.653,2,2,0,100,100
2026-06-22T09:31:53.8034218-07:00,1782145913803,28453974,10951195,28450000,50000,219,DRIVING,105,1000,1000,1000,88,4466,3545,20,21,1.24267,0.97990,0.03354,-0.39787,-158.484,2,2,0,100,100
2026-06-22T09:31:53.8273413-07:00,1782145913827,28503955,11001176,28500000,50000,220,DRIVING,108,1000,1000,1000,91,4485,3565,19,20,1.24798,0.98548,0.02848,-0.39988,-158.316,2,2,0,100,100
2026-06-22T09:31:53.8354040-07:00,1782145913835,28553970,11051191,28550000,50000,221,DRIVING,105,1000,1000,1000,89,4505,3586,20,21,1.25357,0.99135,0.02317,-0.40201,-158.148,2,2,0,100,100
2026-06-22T09:31:53.8511582-07:00,1782145913851,28603961,11101182,28600000,50000,222,DRIVING,95,852,1000,1000,88,4524,3607,19,21,1.25887,0.99721,0.01800,-0.40412,-157.811,2,2,0,100,100
2026-06-22T09:31:53.8669751-07:00,1782145913866,28653968,11151189,28650000,50000,223,DRIVING,81,467,1000,1000,92,4543,3627,19,20,1.26418,1.00280,0.01296,-0.40619,-157.642,3,2,0,100,-100
2026-06-22T09:31:53.8865645-07:00,1782145913886,28703964,11201185,28700000,50000,224,DRIVING,45,504,1000,1000,41,4564,3626,21,-1,1.27004,1.00252,0.01031,-0.40708,-161.348,2,3,0,100,100
2026-06-22T09:31:53.9043408-07:00,1782145913904,28753972,11251193,28750000,50000,225,DRIVING,79,797,1000,1000,73,4588,3630,24,4,1.27674,1.00364,0.00654,-0.40811,-164.716,2,2,0,100,100
2026-06-22T09:31:53.9127613-07:00,1782145913912,28803968,11301189,28800000,50000,226,DRIVING,82,585,1000,1000,79,4606,3645,18,15,1.28177,1.00782,0.00209,-0.40929,-165.221,2,2,0,100,100
2026-06-22T09:31:53.9212923-07:00,1782145913921,28853972,11351193,28850000,50000,227,DRIVING,71,303,987,1000,88,4624,3664,18,19,1.28680,1.01313,-0.00290,-0.41062,-165.053,3,2,0,100,-100
2026-06-22T09:31:53.9300064-07:00,1782145913930,28903965,11401186,28900000,50000,228,DRIVING,42,332,980,1000,47,4645,3662,21,-2,1.29266,1.01257,-0.00551,-0.41113,-168.926,3,3,0,100,-100
2026-06-22T09:31:53.9383915-07:00,1782145913938,28953968,11451189,28950000,50000,229,DRIVING,36,901,1000,1000,24,4667,3645,22,-17,1.29880,1.00782,-0.00620,-0.41119,-175.495,2,3,0,100,100
2026-06-22T09:31:53.9459685-07:00,1782145913945,29004018,11501239,29000000,50000,230,DRIVING,66,1000,1000,1000,52,4687,3644,20,-1,1.30439,1.00754,-0.00886,-0.41123,-179.032,2,2,0,100,100
2026-06-22T09:31:53.9641992-07:00,1782145913964,29053965,11551186,29050000,50000,231,DRIVING,100,1000,1000,1000,82,4704,3657,17,13,1.30914,1.01117,-0.01305,-0.41125,-179.705,2,2,0,100,100
2026-06-22T09:31:53.9777816-07:00,1782145913977,29103964,11601185,29100000,50000,232,DRIVING,99,1000,1000,1000,82,4722,3674,18,17,1.31416,1.01592,-0.01793,-0.41126,-179.874,2,2,0,100,100
2026-06-22T09:31:53.9865397-07:00,1782145913986,29153962,11651183,29150000,50000,233,DRIVING,102,997,1000,1000,88,4740,3694,18,20,1.31919,1.02151,-0.02324,-0.41131,-179.537,2,2,0,100,100
2026-06-22T09:31:54.0002349-07:00,1782145914000,29203972,11701193,29200000,50000,234,DRIVING,99,821,1000,1000,95,4760,3714,20,20,1.32478,1.02709,-0.02882,-0.41135,-179.537,2,2,0,100,100
2026-06-22T09:31:54.0096169-07:00,1782145914009,29253961,11751182,29250000,50000,235,DRIVING,100,495,1000,1000,117,4779,3734,19,20,1.33008,1.03268,-0.03427,-0.41141,-179.369,3,2,0,100,-100
2026-06-22T09:31:54.0274516-07:00,1782145914027,29303969,11801190,29300000,50000,236,DRIVING,75,520,1000,1000,80,4799,3733,20,-1,1.33567,1.03240,-0.03692,-0.41128,-182.905,2,3,0,100,100
2026-06-22T09:31:54.0274516-07:00,1782145914027,29353970,11851191,29350000,50000,237,DRIVING,106,775,1000,1000,98,4822,3739,23,6,1.34209,1.03407,-0.04095,-0.41087,-185.769,2,2,0,100,100
2026-06-22T09:31:54.0461883-07:00,1782145914046,29403971,11901192,29400000,50000,238,DRIVING,105,566,1000,1000,105,4839,3753,17,14,1.34684,1.03798,-0.04525,-0.41040,-186.274,2,2,0,100,100
2026-06-22T09:31:54.0641094-07:00,1782145914064,29453964,11951185,29450000,50000,239,DRIVING,95,306,998,1000,164,4858,3773,19,20,1.35214,1.04357,-0.05066,-0.40982,-186.105,3,2,0,100,-100
2026-06-22T09:31:54.0750369-07:00,1782145914075,29503961,12001182,29500000,50000,240,DRIVING,66,327,1000,1000,102,4878,3772,20,-1,1.35773,1.04329,-0.05328,-0.40937,-189.642,3,3,0,100,-100
2026-06-22T09:31:54.0985554-07:00,1782145914098,29553975,12051196,29550000,50000,241,DRIVING,56,921,1000,1000,50,4901,3757,23,-15,1.36415,1.03910,-0.05435,-0.40906,-196.042,2,3,0,100,100
2026-06-22T09:31:54.1099563-07:00,1782145914109,29603963,12101184,29600000,50000,242,DRIVING,95,1000,1000,1000,88,4922,3759,21,2,1.37001,1.03966,-0.05738,-0.40801,-199.242,2,2,0,100,100
2026-06-22T09:31:54.1197659-07:00,1782145914119,29653962,12151183,29650000,50000,243,DRIVING,93,1000,1000,1000,85,4939,3772,17,13,1.37476,1.04329,-0.06132,-0.40658,-199.916,2,2,0,100,100
2026-06-22T09:31:54.1275860-07:00,1782145914127,29703960,12201181,29700000,50000,244,DRIVING,93,1000,1000,1000,80,4958,3791,19,19,1.38007,1.04859,-0.06631,-0.40477,-199.916,2,2,0,100,100
2026-06-22T09:31:54.1355783-07:00,1782145914135,29753964,12251185,29750000,50000,245,DRIVING,91,868,1000,1000,88,4977,3812,19,21,1.38537,1.05446,-0.07157,-0.40290,-199.579,2,2,0,100,100
2026-06-22T09:31:54.1516176-07:00,1782145914151,29803960,12301181,29800000,50000,246,DRIVING,86,516,1000,1000,105,4997,3833,20,21,1.39096,1.06032,-0.07697,-0.40100,-199.411,2,2,0,100,100
2026-06-22T09:31:54.1610342-07:00,1782145914161,29853957,12351178,29850000,50000,247,DRIVING,86,250,936,1000,270,5017,3854,20,21,1.39654,1.06619,-0.08238,-0.39911,-199.242,3,2,0,100,-100
2026-06-22T09:31:54.1673124-07:00,1782145914167,29903973,12401194,29900000,50000,248,DRIVING,55,257,950,1000,179,5038,3853,21,-1,1.40241,1.06591,-0.08495,-0.39802,-202.948,3,3,0,100,-100
2026-06-22T09:31:54.1885327-07:00,1782145914188,29953977,12451198,29950000,50000,249,DRIVING,44,852,1000,1000,44,5061,3837,23,-16,1.40883,1.06144,-0.08580,-0.39754,-209.516,2,3,0,100,100
2026-06-22T09:31:54.1991059-07:00,1782145914199,30004013,12501234,30000000,50000,250,DRIVING,83,1000,1000,1000,80,5082,3838,21,1,1.41469,1.06172,-0.08838,-0.39587,-212.884,2,2,0,100,100
2026-06-22T09:31:54.2096034-07:00,1782145914209,30053964,12551185,30050000,50000,251,DRIVING,96,1000,1000,1000,85,5098,3851,16,13,1.41916,1.06535,-0.09176,-0.39364,-213.390,2,2,0,100,100
2026-06-22T09:31:54.2227723-07:00,1782145914222,30103965,12601186,30100000,50000,252,DRIVING,93,962,1000,1000,88,5116,3869,18,18,1.42419,1.07038,-0.09596,-0.39088,-213.390,2,2,0,100,100
