time_s,x,y,theta_rad,theta_deg
8.799972,0.235,0.21476,1.8518816028285834,106.105
8.849974,0.235,0.21476,1.8518816028285834,106.105
8.899971,0.235,0.21476,1.8518816028285834,106.105
8.949979,0.235,0.21476,1.8518816028285834,106.105
9.000031,0.235,0.21476,1.8518816028285834,106.105
9.049978,0.235,0.21476,1.8518816028285834,106.105
9.09998,0.23492,0.21502,1.8636451219870251,106.779
9.149973,0.23443,0.21648,1.8959860730264801,108.632
9.19998,0.23403,0.21752,1.9371409367885062,110.99
9.249977,0.23363,0.21841,1.992974019559805,114.189
9.29998,0.23337,0.21891,2.0635376812179356,118.232
9.349971,0.23314,0.21926,2.1370160427268967,122.442
9.399967,0.23281,0.21971,2.213444010671729,126.82100000000001
9.449964,0.23253,0.22002,2.28693982547321,131.032
9.499968,0.23224,0.22032,2.3545364274029503,134.905
9.549981,0.23182,0.22069,2.425082635768561,138.947
9.599973,0.23138,0.22103,2.48388277826825,142.316
9.649975,0.2308,0.22142,2.5397333143320684,145.516
9.699979,0.22836,0.22305,2.554428986633861,146.358
9.749969,0.22458,0.22568,2.5338515547528475,145.179
9.799974,0.22214,0.2273,2.554428986633861,146.358
9.849969,0.22094,0.22802,2.601465609975108,149.053
9.899979,0.2197,0.22867,2.654366539603056,152.084
9.949976,0.21869,0.22913,2.719048441681966,155.79
10.000039,0.21636,0.2301,2.7484397862855503,157.474
10.049975,0.212,0.23197,2.736676267127109,156.8
10.099976,0.20731,0.23413,2.7102170756668746,155.284
10.149975,0.20424,0.23547,2.7278623544045373,156.295
10.199974,0.20293,0.23597,2.7807632840324854,159.326
10.249972,0.2016,0.23638,2.8395634265321745,162.695
10.299977,0.19905,0.2371,2.866022617992409,164.211
10.349977,0.1945,0.23847,2.848377339254746,163.2
10.39997,0.18948,0.24019,2.8131042350719406,161.179
10.449968,0.1863,0.24123,2.8248677542303824,161.853
10.499972,0.18455,0.24172,2.868954771135759,164.379
10.549969,0.18265,0.24217,2.9101096348977853,166.737
10.59999,0.17937,0.2429,2.921873154056227,167.411
10.649961,0.17476,0.24401,2.9042278753185644,166.4
10.699973,0.17135,0.24476,2.9248053071995774,167.579
10.749979,0.16998,0.245,2.971841930540825,170.274
10.799982,0.16708,0.24544,2.992419362421838,171.453
10.849975,0.16225,0.24623,2.9777236901200452,170.611
10.899974,0.15677,0.24731,2.948314892223941,168.926
10.949981,0.15106,0.24864,2.9130417880411357,166.905
11.000029,0.14751,0.2494,2.9306870667787983,167.916
11.04998,0.14613,0.24961,2.9835879964067464,170.947
11.099971,0.14323,0.25002,3.00416542828776,172.126
11.149967,0.13867,0.25071,2.9894697559859673,171.284
11.199982,0.13318,0.25172,2.960078411382383,169.60000000000002
11.249979,0.12946,0.25233,2.980655843263396,170.779
11.299974,0.12752,0.25255,3.027692466604643,173.474
11.349982,0.12418,0.25287,3.045320292049786,174.484
11.399976,0.11919,0.25344,3.027692466604643,173.474
11.449988,0.11338,0.25428,2.9982836687085386,171.789
11.499979,0.10747,0.25533,2.965960170961604,169.937
11.549969,0.10347,0.25595,2.9865376028426174,171.116
11.599976,0.10194,0.25611,3.0423881389064356,174.316
11.649971,0.09902,0.25632,3.0688473303666695,175.832
11.699972,0.09429,0.25672,3.0570838112082277,175.158
11.749971,0.0886,0.25735,3.030624619747994,173.642
11.799968,0.08252,0.25821,3.001233275144409,171.958
11.84998,0.07864,0.25869,3.0188611005895516,172.968
11.899969,0.07682,0.2588,3.080593396232591,176.505
11.949967,0.07389,0.25887,3.118816106851267,178.695
12.000053,0.06929,0.25899,3.115866500415397,178.52600000000004
12.049975,0.06399,0.25922,3.0982386749702537,177.516
12.099975,0.05841,0.25956,3.080593396232591,176.505
12.149971,0.05257,0.26005,3.0570838112082277,175.158
12.199977,0.0466,0.26068,3.0365063793272147,173.979
12.249977,0.04064,0.2614,3.0218107070254225,173.137
12.299973,0.03469,0.26221,3.00711503472363,172.295
12.349973,0.0308,0.26259,3.0423881389064356,174.316
12.399976,0.02745,0.26275,3.0952890685343837,177.347
12.449977,0.02284,0.26289,3.109984740836176,178.189
12.499979,0.01754,0.26306,3.109984740836176,178.189
12.549965,0.01168,0.26328,3.104120434549475,177.853
12.599976,0.00582,0.26357,3.0923569153910333,177.179
12.649974,0.00233,0.26361,3.130562172717189,179.368
12.699983,0.0008,0.2635,3.209939747097891,183.916
12.749967,-3e-05,0.26337,3.3039955404878656,189.305
12.799971,-0.00043,0.26326,3.4010009403137103,194.863
12.849979,-0.00083,0.26312,3.4921245805603345,200.084
12.899967,-0.00133,0.26288,3.574434308084387,204.8
12.949966,-0.00194,0.26254,3.6479301228858683,209.01100000000002
13.000029,-0.003,0.26186,3.715526724815608,212.884
13.049976,-0.00401,0.26112,3.777259020458648,216.42100000000002
13.099974,-0.00509,0.26023,3.8301774033791163,219.45300000000003
13.14997,-0.00612,0.25929,3.8830783330070644,222.484
13.199977,-0.0075,0.2579,3.9301149563483113,225.179
13.249973,-0.00882,0.25646,3.971269820110338,227.537
13.299968,-0.01016,0.25485,4.015356837015714,230.063
13.349968,-0.01143,0.25319,4.059443853921091,232.589
13.399974,-0.01278,0.25123,4.109430083698209,235.453
13.449977,-0.01402,0.24921,4.159398860182806,238.316
13.499958,-0.01523,0.24701,4.212299789810754,241.347
13.549977,-0.01632,0.24474,4.265218172731222,244.379
13.599973,-0.01733,0.24229,4.321068708795042,247.57900000000004
13.649972,-0.0182,0.23978,4.376919244858859,250.779
13.69997,-0.01893,0.23723,4.432769780922678,253.97899999999998
13.749968,-0.01929,0.2356,4.497434229709069,257.684
13.799978,-0.01948,0.23421,4.57974395723312,262.4
13.849977,-0.0197,0.23157,4.629712733717718,265.263
13.899969,-0.02001,0.22725,4.6385266464402894,265.768
13.949984,-0.02046,0.22168,4.632662340153589,265.432
14.000028,-0.02103,0.21571,4.617949214559276,264.589
14.049978,-0.02171,0.2096,4.600321389114134,263.579
14.099971,-0.02254,0.20323,4.582676110376471,262.568
14.149985,-0.02345,0.19702,4.567980438074679,261.726
14.199972,-0.02448,0.19068,4.550352612629537,260.716
14.249972,-0.02564,0.18422,4.535656940327744,259.874
14.299975,-0.02688,0.17792,4.518011661590081,258.863
14.34998,-0.02824,0.1715,4.503315989288289,258.021
14.399976,-0.0297,0.1651,4.488620316986497,257.179
14.449977,-0.03118,0.15899,4.473924644684704,256.337
14.499979,-0.03277,0.15277,4.462161125526263,255.66300000000004
14.54997,-0.03449,0.14644,4.447465453224471,254.821
14.599979,-0.03542,0.1425,4.479806404263925,256.674
14.649981,-0.03611,0.13893,4.520961268025951,259.032
14.699981,-0.03705,0.13385,4.529775180748523,259.537
14.74997,-0.03815,0.12809,4.523893421169302,259.2
14.799978,-0.03938,0.12193,4.515079508446731,258.695
14.849981,-0.04076,0.11551,4.500383836144938,257.853
14.899971,-0.04225,0.10898,4.488620316986497,257.179
14.949975,-0.043,0.105,4.526825574312652,259.368
15.000023,-0.04347,0.10154,4.576811804089771,262.232
15.049974,-0.04416,0.09614,4.585625716812342,262.737
15.099974,-0.04493,0.09019,4.582676110376471,262.568
15.149983,-0.04573,0.08437,4.576811804089771,262.232
15.199976,-0.04663,0.07802,4.570930044510549,261.895
15.249974,-0.04758,0.07138,4.570930044510549,261.895
15.299977,-0.04856,0.06461,4.567980438074679,261.726
15.34998,-0.04957,0.0577,4.567980438074679,261.726
